household_id,address
608,"STAVANGER, Nedre Lyngnesveien 4.0"
609,"STAVANGER, Misjonsveien 5.0"
610,"STAVANGER, Austtunsletta 65.0"
611,"STAVANGER, Dykjelveien 26.0"
612,"STAVANGER, Kornblomsthagen 17.0"
613,"STAVANGER, Tjøremila 65.0"
614,"STAVANGER, Tømmervikstraen 3.0"
615,"SANDNES, St. Olavs gate 8.0"
616,"STAVANGER, Westergårdveien 44.0"
617,"SANDNES, Frøyerveien 19.0"
618,"STAVANGER, Gråsteinveien 19.0"
619,"STAVANGER, Skredbakka 5.0"
620,"STAVANGER, Malthaugstubben 8.0"
621,"STAVANGER, Dyretråkket 29.0"
622,"STAVANGER, Eskelandsgeilen 1.0"
623,"SANDNES, Storasundveien 101.0"
624,"STAVANGER, Kjell Arholms gate 25.0"
625,"STAVANGER, Sverdrups gate 40.0"
626,"STAVANGER, Laberget 48.0"
627,"STAVANGER, Libakken 21.0"
628,"STAVANGER, Bøygen 27.0"
629,"SANDNES, Foren 22.0"
630,"STAVANGER, Øvre Sandvikveien 12.0"
631,"STAVANGER, Lomvikroken 3.0"
632,"STAVANGER, Taugata 4.0"
633,"STAVANGER, Norheimssvingen 5.0"
634,"STAVANGER, Kjeldeberget 11.0"
635,"STAVANGER, Hjalmar Johansens gate 26.0"
636,"STAVANGER, Måkeveien 41.0"
637,"STAVANGER, Boganesgeilen 21.0"
638,"STAVANGER, Ulsbergbakken 42.0"
639,"STAVANGER, Valkyrjegata 59.0"
640,"SANDNES, Høleveien 683.0"
641,"STAVANGER, Lauvsnesvegen 165.0"
642,"SANDNES, Sørhaugveien 36.0"
643,"STAVANGER, Thomas Snekkers gate 3.0"
644,"STAVANGER, Hanna Winsnes gate 50.0"
645,"STAVANGER, Grågåsveien 3.0"
646,"STAVANGER, Axel Paulsens gate 6.0"
647,"STAVANGER, Bakkesvingen 25.0"
648,"SANDNES, Kalamyrveien 60.0"
649,"SANDNES, Gamle Ålgårdsveien 34.0"
650,"STAVANGER, Marieroparken 17.0"
651,"STAVANGER, Berggyltstien 4.0"
652,"STAVANGER, Syftesokveien 6.0"
653,"SANDNES, Bjørneveien 13.0"
654,"STAVANGER, Laberget 46.0"
655,"STAVANGER, Buflåtveien 2.0"
656,"SANDNES, Jødestadveien 19.0"
657,"STAVANGER, Mosvangen 11.0"
658,"STAVANGER, Engelsminnegata 23.0"
659,"SANDNES, Kjeldehagen 21.0"
660,"STAVANGER, Lagårdsveien 47.0"
661,"SANDNES, Markahagen 11.0"
662,"SANDNES, Kraftverksvegen 39.0"
663,"STAVANGER, Timoteiveien 4.0"
664,"STAVANGER, Ryfylkekaien 3.0"
665,"SANDNES, Einartangen 30.0"
666,"SANDNES, Markageilen 45.0"
667,"STAVANGER, Søre Ramsvigvei 49.0"
668,"SANDNES, Jonashagen 14.0"
669,"SANDNES, Brunnadalen 11.0"
670,"SANDNES, Sleireveien 34.0"
671,"SANDNES, Rindahagen 22.0"
672,"SANDNES, Turkisveien 58.0"
673,"STAVANGER, Engøydalen 12.0"
674,"STAVANGER, Brødregata 19.0"
675,"STAVANGER, Madlasandnes 121.0"
676,"STAVANGER, Jan Johnsens gate 4.0"
677,"STAVANGER, Mosterøyveien 660.0"
678,"SANDNES, Gamle Somavei 48.0"
679,"STAVANGER, Kindingstadvegen 32.0"
680,"STAVANGER, Sandal Terrasse 23.0"
681,"STAVANGER, Restaurationveien 2.0"
682,"STAVANGER, Consul S. Bergesens v. 200.0"
683,"STAVANGER, Haugåsveien 35.0"
684,"STAVANGER, Madlaforen 47.0"
685,"STAVANGER, Havørnbrautene 3.0"
686,"STAVANGER, Hamneveien 7.0"
687,"STAVANGER, Nedre Vågen 13.0"
688,"STAVANGER, Saudagata 26.0"
689,"SANDNES, Kobberveien 17.0"
690,"SANDNES, Søredalen 940.0"
691,"STAVANGER, Lervigbrygga 186.0"
692,"STAVANGER, Bakkesvingen 23.0"
693,"STAVANGER, Kjøpm S. Jonasens g. 3.0"
694,"SANDNES, Skippergata 65.0"
695,"SANDNES, Lauvåsvågen 238.0"
696,"STAVANGER, Morgedalsveien 24.0"
697,"SANDNES, Stavangerveien 32.0"
698,"STAVANGER, Ryttersvingene 176.0"
699,"SANDNES, Lauvåsvågen 309.0"
700,"STAVANGER, Kannikbakken 6.0"
701,"STAVANGER, Peder Saxes gate 15.0"
702,"SANDNES, Næringsveien 2.0"
703,"SANDNES, Espefjellstien 32.0"
704,"SANDNES, Svilandveien 232.0"
705,"STAVANGER, Pedersgata 87.0"
706,"STAVANGER, Professor Hansteens gate 63.0"
707,"STAVANGER, Verven 14.0"
708,"SANDNES, Austhagen 1.0"
709,"STAVANGER, Valheimveien 33.0"
710,"STAVANGER, Hinnali 5.0"
711,"STAVANGER, Havørnbrautene 4.0"
712,"STAVANGER, Elias Tastads gate 59.0"
713,"STAVANGER, Bernhard Hinnas gate 5.0"
714,"STAVANGER, Madlakrossen 1.0"
715,"SANDNES, Brattebøforen 39.0"
716,"STAVANGER, Professor Hansteens gate 73.0"
717,"SANDNES, Hjerteskjellveien 16.0"
718,"SANDNES, Skoleveien 6.0"
719,"STAVANGER, Wessels gate 25.0"
720,"STAVANGER, Blåklokkestien 7.0"
721,"STAVANGER, Muslingveien 15.0"
722,"SANDNES, Vidjeveien 14.0"
723,"STAVANGER, Springarstien 62.0"
724,"SANDNES, Maudlandsveien 87.0"
725,"STAVANGER, Eikegreina 31.0"
726,"STAVANGER, Haugesundsgata 33.0"
727,"STAVANGER, Schives gate 8.0"
728,"SANDNES, Luftå 64.0"
729,"STAVANGER, Lysefjordgata 39.0"
730,"STAVANGER, Bruvikveien 12.0"
731,"STAVANGER, Jelsagata 64.0"
732,"STAVANGER, Horjegata 25.0"
733,"STAVANGER, Libakken 9.0"
734,"SANDNES, Hommersandbakken 29.0"
735,"SANDNES, Engrappveien 10.0"
736,"STAVANGER, Langgata 18.0"
737,"SANDNES, Hovemarka 62.0"
738,"STAVANGER, Bergsagelveien 31.0"
739,"STAVANGER, Godalstunet 16.0"
740,"STAVANGER, Nedre Banegate 26.0"
741,"SANDNES, Håbamyrå 13.0"
742,"STAVANGER, Gauselvågen 7.0"
743,"STAVANGER, Borgerm. Middelthons g 6.0"
744,"SANDNES, Kløverveien 24.0"
745,"SANDNES, Maudlandsveien 87.0"
746,"SANDNES, Havnegata 3.0"
747,"STAVANGER, Djubingen 5.0"
748,"STAVANGER, Sandeidgata 49.0"
749,"STAVANGER, Bratteberggata 22.0"
750,"STAVANGER, Hjelmelandsgata 93.0"
751,"STAVANGER, Steingata 108.0"
752,"STAVANGER, Kirkegata 45.0"
753,"SANDNES, Vågsgata 20.0"
754,"SANDNES, Kolheim 32.0"
755,"STAVANGER, Randabergveien 20.0"
756,"STAVANGER, Fjeldehagen 3.0"
757,"SANDNES, Kjærholen 27.0"
758,"STAVANGER, Vaisenhusgata 28.0"
759,"SANDNES, Jærveien 17.0"
760,"SANDNES, Skeibakken 25.0"
761,"STAVANGER, Ugleveien 4.0"
762,"STAVANGER, Laberget 65.0"
763,"STAVANGER, Magnus Lagabøters gate 43.0"
764,"STAVANGER, Sandsgata 11.0"
765,"STAVANGER, Ishallveien 28.0"
766,"SANDNES, Lyngholen 34.0"
767,"SANDNES, Monolittveien 13.0"
768,"SANDNES, Roald Amundsens gate 28.0"
769,"STAVANGER, Porsatunet 13.0"
770,"STAVANGER, Roghaugbakken 3.0"
771,"SANDNES, Svarthyllveien 14.0"
772,"STAVANGER, Øvre Stokkavei 26.0"
773,"STAVANGER, Markveien 35.0"
774,"SANDNES, Skeibakken 42.0"
775,"STAVANGER, Turveien 1.0"
776,"STAVANGER, Sørflåtveien 44.0"
777,"STAVANGER, Glassbegerveien 260.0"
778,"STAVANGER, Polarveien 15.0"
779,"STAVANGER, Haugvaldstadminde 6.0"
780,"SANDNES, Tunveien 10.0"
781,"STAVANGER, Nordskjeringen 10.0"
782,"SANDNES, Enevaldsveien 24.0"
783,"STAVANGER, Grasholmbryggå 27.0"
784,"SANDNES, Lyse 24.0"
785,"STAVANGER, Nedre Vågen 37.0"
786,"STAVANGER, Naustvikvegen 12.0"
787,"STAVANGER, Østre Ring 15.0"
788,"STAVANGER, Henrik Steffens gate 7.0"
789,"SANDNES, Somahagen 4.0"
790,"STAVANGER, Haugåsveien 34.0"
791,"STAVANGER, Åmøyveien 343.0"
792,"SANDNES, Krunemyr 3.0"
793,"STAVANGER, Dusavikkrossen 14.0"
794,"STAVANGER, Rosenberggata 67.0"
795,"SANDNES, Porsholen 25.0"
796,"STAVANGER, Osebergveien 13.0"
797,"STAVANGER, Ulsbergbakken 10.0"
798,"STAVANGER, Breivikveien 17.0"
799,"SANDNES, Øygardsveien 177.0"
800,"STAVANGER, Amalie Skrams gate 20.0"
801,"STAVANGER, Ryttersvingene 124.0"
802,"SANDNES, Foren 25.0"
803,"SANDNES, Vestre Helleveien 21.0"
804,"STAVANGER, Norvald Frafjords gate 3.0"
805,"STAVANGER, Frams gate 7.0"
806,"STAVANGER, Ragnhilds gate 11.0"
807,"STAVANGER, Sørmarkveien 11.0"
808,"SANDNES, Torger Carlsens gate 228.0"
809,"SANDNES, Turkisveien 30.0"
810,"STAVANGER, Verven 16.0"
811,"STAVANGER, Ryttersvingene 124.0"
812,"STAVANGER, Kvivollstien 4.0"
813,"STAVANGER, Halsnevegen 178.0"
814,"STAVANGER, Havørnbrautene 52.0"
815,"STAVANGER, Grødemtunet 2.0"
816,"SANDNES, Bogafjellbakken 136.0"
817,"SANDNES, Havnegata 3.0"
818,"STAVANGER, Heimdalskroken 13.0"
819,"STAVANGER, Brakastien 10.0"
820,"SANDNES, Engrappveien 7.0"
821,"STAVANGER, Lauritz Bergendahls gate 18.0"
822,"STAVANGER, Thomas Snekkers gate 3.0"
823,"STAVANGER, Fåhagen 36.0"
824,"STAVANGER, Smiestubben 1.0"
825,"STAVANGER, Pedersgata 129.0"
826,"SANDNES, Karen Grude Kohts plass 3.0"
827,"STAVANGER, Husebøhagen 24.0"
828,"SANDNES, Fossanhagen 5.0"
829,"STAVANGER, Trysil-Knuts gate 16.0"
830,"STAVANGER, Einevollveien 8.0"
831,"STAVANGER, Fredrikke Qvams gate 12.0"
832,"STAVANGER, Bjørnstj. Bjørnsons g. 12.0"
833,"STAVANGER, Tjuvholmveien 56.0"
834,"SANDNES, Eskelandsveien 2.0"
835,"STAVANGER, Seehusens gate 55.0"
836,"STAVANGER, Verven 2.0"
837,"STAVANGER, Sundetunet 14.0"
838,"SANDNES, Anne Grimdalens vei 10.0"
839,"SANDNES, Langgata 97.0"
840,"STAVANGER, St. Olavs gate 7.0"
841,"SANDNES, Jønningshagen 9.0"
842,"SANDNES, Alexander Kiellands gate 12.0"
843,"STAVANGER, Rektor Berntsens gate 12.0"
844,"SANDNES, Ankerveien 7.0"
845,"STAVANGER, Auglendsbakken 43.0"
846,"STAVANGER, Verven 42.0"
847,"STAVANGER, Nådlandsberget 34.0"
848,"SANDNES, Roald Amundsens gate 28.0"
849,"STAVANGER, Tjuvholmveien 50.0"
850,"SANDNES, Gunnhilds vei 81.0"
851,"SANDNES, Austråttbakken 39.0"
852,"SANDNES, Skogsbakken 1.0"
853,"STAVANGER, Storhaugveien 16.0"
854,"STAVANGER, Lundarvågvegen 104.0"
855,"SANDNES, Luragata 38.0"
856,"SANDNES, Sandvedhagen 4.0"
857,"STAVANGER, Orrestien 12.0"
858,"STAVANGER, Hedlehaugen 3.0"
859,"STAVANGER, Jåttåflaten 24.0"
860,"STAVANGER, Nymansveien 69.0"
861,"STAVANGER, Bergliveien 20.0"
862,"SANDNES, Akselhagen 10.0"
863,"SANDNES, Amboltveien 110.0"
864,"SANDNES, Staselinveien 11.0"
865,"STAVANGER, Dusavikhagen 15.0"
866,"STAVANGER, Madlamarkveien 6.0"
867,"STAVANGER, Sølysttunet 5.0"
868,"STAVANGER, Prestegårdsbakken 10.0"
869,"STAVANGER, Kirkegata 37.0"
870,"SANDNES, Hafrakveien 7.0"
871,"STAVANGER, Slettmyrhagen 10.0"
872,"STAVANGER, Dronningåsen 75.0"
873,"STAVANGER, Nedre Storaberget 91.0"
874,"SANDNES, Uskakalven 241.0"
875,"SANDNES, Hansahagen 6.0"
876,"SANDNES, Bjønnbåsen 76.0"
877,"STAVANGER, Fregattveien 26.0"
878,"STAVANGER, Tastatunet 8.0"
879,"STAVANGER, Austbøstien 11.0"
880,"STAVANGER, Jernalderveien 57.0"
881,"STAVANGER, Kuneset 8.0"
882,"STAVANGER, Fåramarka 69.0"
883,"SANDNES, Figvedbakken 25.0"
884,"SANDNES, Noredalen 64.0"
885,"SANDNES, Bergekleiva 13.0"
886,"SANDNES, St. Olavs gate 10.0"
887,"SANDNES, Storasteinen 1.0"
888,"STAVANGER, Verven 12.0"
889,"STAVANGER, Dykjelsletta 58.0"
890,"STAVANGER, Øvre Tastasjøen 11.0"
891,"SANDNES, Roald Amundsens gate 28.0"
892,"STAVANGER, Opheimsgata 75.0"
893,"SANDNES, Anne Grimdalens vei 10.0"
894,"STAVANGER, Muségata 30.0"
895,"SANDNES, Buggelandsstubben 23.0"
896,"SANDNES, Eskemyrveien 19.0"
897,"STAVANGER, Vestliveien 12.0"
898,"STAVANGER, Hans Gudes vei 1.0"
899,"STAVANGER, Rektor Natvig-Pedersens vei 3.0"
900,"STAVANGER, Westergårdveien 36.0"
901,"STAVANGER, Rebakken 49.0"
902,"STAVANGER, Grensegata 3.0"
903,"STAVANGER, Nymansveien 99.0"
904,"STAVANGER, Talgjevegen 199.0"
905,"STAVANGER, Heskestadveien 6.0"
906,"SANDNES, Solbakken 2.0"
907,"STAVANGER, Frida Hansens vei 12.0"
908,"STAVANGER, Kolheihagen 7.0"
909,"SANDNES, Svilandsholane 72.0"
910,"SANDNES, Staselinveien 10.0"
911,"STAVANGER, Njordkroken 1.0"
912,"STAVANGER, Lervigbrygga 295.0"
913,"STAVANGER, Michael Sars gate 20.0"
914,"STAVANGER, Gulaksveien 4.0"
915,"SANDNES, Postveien 86.0"
916,"SANDNES, Gamle Skaravei 92.0"
917,"SANDNES, Solbakken 1.0"
918,"STAVANGER, Professor Hansteens gate 57.0"
919,"STAVANGER, Muslingveien 2.0"
920,"STAVANGER, Vågedalen 6.0"
921,"SANDNES, Sleggeveien 30.0"
922,"STAVANGER, Nygårdsvika 16.0"
923,"STAVANGER, Tastavollen 8.0"
924,"SANDNES, Traneveien 8.0"
925,"SANDNES, Kaiveien 50.0"
926,"SANDNES, Lauvåsvågen 335.0"
927,"STAVANGER, Tverrhallet 7.0"
928,"SANDNES, Sleggeveien 9.0"
929,"SANDNES, Gravarverket 26.0"
930,"STAVANGER, Nedre Holmegate 9.0"
931,"STAVANGER, Bøkeveien 4.0"
932,"STAVANGER, Agathe Backer Grøndahls vei 1.0"
933,"SANDNES, Luramyrveien 19.0"
934,"STAVANGER, St. Olavs gate 6.0"
935,"SANDNES, Jadarveien 10.0"
936,"STAVANGER, Kolheistubben 31.0"
937,"STAVANGER, Reidar Berges gate 10.0"
938,"SANDNES, Mælshammaren 22.0"
939,"SANDNES, Roald Amundsens gate 28.0"
940,"STAVANGER, Per Spelemanns vei 27.0"
941,"SANDNES, Rishagen 22.0"
942,"STAVANGER, Birkelands gate 20.0"
943,"STAVANGER, Rosenberggata 63.0"
944,"SANDNES, Høleveien 179.0"
945,"SANDNES, Alveveien 28.0"
946,"STAVANGER, Madlasandnes 138.0"
947,"STAVANGER, Austtunsletta 69.0"
948,"STAVANGER, Stoltenbergs vei 6.0"
949,"STAVANGER, Lektor Mosgrens gate 2.0"
950,"STAVANGER, Ulabrands vei 38.0"
951,"STAVANGER, Per Spelemanns vei 28.0"
952,"STAVANGER, Gneisveien 1.0"
953,"SANDNES, Kjosavikveien 55.0"
954,"STAVANGER, Nådesundvegen 20.0"
955,"SANDNES, Asperholen 3.0"
956,"STAVANGER, Aubehagen 9.0"
957,"SANDNES, Kløverveien 22.0"
958,"SANDNES, Steinstemmyrå 54.0"
959,"STAVANGER, Revheimsveien 74.0"
960,"SANDNES, Bulegeveien 8.0"
961,"STAVANGER, Kvitevikvegen 141.0"
962,"SANDNES, Riarveien 14.0"
963,"STAVANGER, Norvald Frafjords gate 9.0"
964,"STAVANGER, Stokkabrautene 93.0"
965,"STAVANGER, Håhammarbrautene 38.0"
966,"STAVANGER, Austtunsletta 60.0"
967,"STAVANGER, Gunhilds gate 7.0"
968,"SANDNES, Vindmøllhagen 61.0"
969,"STAVANGER, Taugata 23.0"
970,"SANDNES, Roald Amundsens gate 28.0"
971,"STAVANGER, Tjuvholmveien 58.0"
972,"STAVANGER, Einevollveien 2.0"
973,"SANDNES, Havnegata 7.0"
974,"SANDNES, Gravarverket 5.0"
975,"SANDNES, Skaarlia 137.0"
976,"STAVANGER, Mester Gottfrieds vei 3.0"
977,"SANDNES, Eidsvollgata 26.0"
978,"STAVANGER, Vågsmyrgata 13.0"
979,"SANDNES, Gjesdalveien 2.0"
980,"SANDNES, Edvard Munchs gate 19.0"
981,"SANDNES, Lindeveien 52.0"
982,"SANDNES, Jærveien 161.0"
983,"STAVANGER, Midtre Dalgate 18.0"
984,"SANDNES, Folkvordgeilen 1.0"
985,"STAVANGER, Madlatuå 34.0"
986,"STAVANGER, Tastatunet 52.0"
987,"STAVANGER, Mjughaug Terrasse 6.0"
988,"SANDNES, Eskemyrveien 84.0"
989,"STAVANGER, Eidebakken 12.0"
990,"SANDNES, Vedafjellveien 1.0"
991,"STAVANGER, B. Christophersens gate 42.0"
992,"STAVANGER, Madlavollkroken 5.0"
993,"SANDNES, Industrigata 2.0"
994,"STAVANGER, Risbakken 5.0"
995,"STAVANGER, Roaldsøyveien 48.0"
996,"SANDNES, Stavangerveien 32.0"
997,"STAVANGER, Tasabekken 21.0"
998,"STAVANGER, Øvre Sandvikveien 12.0"
999,"STAVANGER, Ellsworths gate 38.0"
1000,"SANDNES, Nøkkveien 38.0"
1001,"STAVANGER, Astraveien 48.0"
1002,"SANDNES, Skjeneholen 41.0"
1003,"SANDNES, Kvernelandsveien 50.0"
1004,"SANDNES, Uskakalven 21.0"
1005,"STAVANGER, Solandsbakken 58.0"
1006,"STAVANGER, Smågamyrtunet 13.0"
1007,"STAVANGER, Henrik Ibsens gate 4.0"
1008,"SANDNES, Bersagelveien 624.0"
1009,"SANDNES, Espefjellstien 11.0"
1010,"SANDNES, Kløverveien 28.0"
1011,"SANDNES, Haakon 7's gate 4.0"
1012,"SANDNES, Lauvåsvågen 164.0"
1013,"STAVANGER, Rektor Steens gate 33.0"
1014,"STAVANGER, Fjorddrottveien 31.0"
1015,"SANDNES, Grevlingveien 37.0"
1016,"STAVANGER, Overlege Cappelens gate 16.0"
1017,"STAVANGER, Veritashammaren 43.0"
1018,"SANDNES, Sandved terrasse 38.0"
1019,"SANDNES, Nikolai Astrups gate 9.0"
1020,"SANDNES, Blåsenborgveien 10.0"
1021,"STAVANGER, Sondre Norheims gate 3.0"
1022,"SANDNES, Storgata 23.0"
1023,"STAVANGER, Risbakken 5.0"
1024,"SANDNES, Gamle Ålgårdsveien 177.0"
1025,"SANDNES, Snekkerveien 34.0"
1026,"STAVANGER, Køhlers vei 37.0"
1027,"SANDNES, Espefjellstien 37.0"
1028,"STAVANGER, Kari Lofthus' gate 24.0"
1029,"STAVANGER, Polarveien 11.0"
1030,"STAVANGER, Breibakken 16.0"
1031,"STAVANGER, Måløya 10.0"
1032,"STAVANGER, Breiflåtveien 21.0"
1033,"STAVANGER, Øvre Stokkavei 44.0"
1034,"SANDNES, Langgata 94.0"
1035,"STAVANGER, Polarveien 25.0"
1036,"STAVANGER, Kornblomstveien 17.0"
1037,"STAVANGER, Sjernarøyvegen 782.0"
1038,"SANDNES, Bronsekarveien 38.0"
1039,"STAVANGER, Gosenmyrå 11.0"
1040,"SANDNES, Sandvedhagen 1.0"
1041,"STAVANGER, Grasholmringen 36.0"
1042,"STAVANGER, Klinkenberggata 24.0"
1043,"STAVANGER, Hesbyvegen 48.0"
1044,"STAVANGER, Østhustunet 18.0"
1045,"STAVANGER, Bjørnstj. Bjørnsons g. 6.0"
1046,"STAVANGER, Godalsalléen 1.0"
1047,"STAVANGER, Bjørnstj. Bjørnsons g. 10.0"
1048,"SANDNES, Sørbøveien 77.0"
1049,"STAVANGER, Rektor Natvig-Pedersens vei 6.0"
1050,"STAVANGER, Ragnhilds gate 11.0"
1051,"SANDNES, Amboltveien 114.0"
1052,"STAVANGER, Gulaksveien 2.0"
1053,"SANDNES, Bersagelveien 96.0"
1054,"STAVANGER, Lervigsveien 37.0"
1055,"SANDNES, Nikkelveien 22.0"
1056,"STAVANGER, Skjalgs gate 27.0"
1057,"SANDNES, Nikkelveien 18.0"
1058,"STAVANGER, Sjernarøyvegen 946.0"
1059,"STAVANGER, Øvre Strandgate 100.0"
1060,"STAVANGER, Kvernhusveien 3.0"
1061,"SANDNES, Vidjeveien 24.0"
1062,"SANDNES, Moldberget 68.0"
1063,"STAVANGER, Brødregata 17.0"
1064,"STAVANGER, Glassperleveien 127.0"
1065,"STAVANGER, Vistafjords vei 25.0"
1066,"STAVANGER, Consul S. Bergesens v. 106.0"
1067,"STAVANGER, Gustav Vigelands vei 35.0"
1068,"STAVANGER, Åkragata 92.0"
1069,"STAVANGER, Lindeveien 22.0"
1070,"SANDNES, Sørhaugveien 1.0"
1071,"STAVANGER, Bakkebråtet 6.0"
1072,"STAVANGER, Nådlandsknausene 5.0"
1073,"STAVANGER, Åkragata 1.0"
1074,"SANDNES, Hølenesveien 46.0"
1075,"STAVANGER, Westergårdveien 32.0"
1076,"STAVANGER, Tastatunet 8.0"
1077,"SANDNES, Strandgata 69.0"
1078,"STAVANGER, Gamle Rytterstien 78.0"
1079,"STAVANGER, Consul S. Bergesens v. 110.0"
1080,"SANDNES, Sørbøveien 95.0"
1081,"STAVANGER, Grannesveien 11.0"
1082,"STAVANGER, Timoteiveien 61.0"
1083,"STAVANGER, Fjellstøltunet 17.0"
1084,"SANDNES, Juvelveien 1.0"
1085,"SANDNES, Grønnevikveien 29.0"
1086,"SANDNES, Midtvollen 5.0"
1087,"SANDNES, Moldberget 9.0"
1088,"SANDNES, Skeibakken 36.0"
1089,"STAVANGER, Bøygen 39.0"
1090,"STAVANGER, Dusavikmarka 8.0"
1091,"STAVANGER, Sørflåtveien 34.0"
1092,"STAVANGER, Hamneveien 7.0"
1093,"STAVANGER, Lundshagen 3.0"
1094,"SANDNES, Rossalandtunet 9.0"
1095,"SANDNES, Tulipanveien 2.0"
1096,"STAVANGER, Tinngata 44.0"
1097,"STAVANGER, Michael Berentsens gate 14.0"
1098,"STAVANGER, Godalsveien 14.0"
1099,"SANDNES, Dyrnesodden 34.0"
1100,"SANDNES, Brunnadalen 9.0"
1101,"STAVANGER, Rektor Natvig-Pedersens vei 4.0"
1102,"SANDNES, Helmikhagen 33.0"
1103,"STAVANGER, Solborgveien 9.0"
1104,"SANDNES, Vedafjellveien 5.0"
1105,"SANDNES, Folkvordgeilen 18.0"
1106,"STAVANGER, Mellomgata 7.0"
1107,"STAVANGER, Krosshaughagen 16.0"
1108,"SANDNES, Bergevikvegen 68.0"
1109,"STAVANGER, Ormøyveien 103.0"
1110,"STAVANGER, Hegglandsveien 86.0"
1111,"SANDNES, Apalstøveien 90.0"
1112,"SANDNES, Folkvordveien 76.0"
1113,"STAVANGER, Gosenstien 21.0"
1114,"STAVANGER, Hindalsbakken 11.0"
1115,"STAVANGER, Tjeldveien 10.0"
1116,"STAVANGER, Bergåsveien 1.0"
1117,"SANDNES, Parkveien 23.0"
1118,"SANDNES, Austråttbanen 63.0"
1119,"STAVANGER, Ordfører Scheies gate 8.0"
1120,"STAVANGER, Bømloveien 18.0"
1121,"SANDNES, Porsmyrveien 5.0"
1122,"STAVANGER, Boknaveien 33.0"
1123,"STAVANGER, Olav Nilssons gate 44.0"
1124,"STAVANGER, Aubehagen 6.0"
1125,"SANDNES, Austhallet 15.0"
1126,"STAVANGER, Gullspennetunet 3.0"
1127,"SANDNES, Bjønnbåsen 9.0"
1128,"STAVANGER, Lervigsveien 9.0"
1129,"STAVANGER, Store Skippergate 11.0"
1130,"SANDNES, Frøyerveien 25.0"
1131,"SANDNES, Kaiveien 13.0"
1132,"SANDNES, Havnegata 3.0"
1133,"STAVANGER, Nådlandsknausene 14.0"
1134,"STAVANGER, Nesbuveien 105.0"
1135,"STAVANGER, Sundebråtet 14.0"
1136,"STAVANGER, Rødstilkveien 22.0"
1137,"STAVANGER, Forane 21.0"
1138,"SANDNES, Hafrakveien 3.0"
1139,"SANDNES, Furenesveien 162.0"
1140,"SANDNES, Sandved terrasse 15.0"
1141,"SANDNES, Bispeveien 11.0"
1142,"STAVANGER, Leif Dietrichsons gate 16.0"
1143,"SANDNES, Hanaveien 12.0"
1144,"SANDNES, Sandsgårdveien 46.0"
1145,"STAVANGER, Skogstøveien 56.0"
1146,"STAVANGER, Opheimsgata 15.0"
1147,"SANDNES, Draugveien 22.0"
1148,"SANDNES, Sandsgårdveien 37.0"
1149,"STAVANGER, Grasholmbryggå 43.0"
1150,"STAVANGER, Verven 10.0"
1151,"STAVANGER, Langflåtveien 14.0"
1152,"STAVANGER, Rosenberggata 65.0"
1153,"STAVANGER, Valheimveien 25.0"
1154,"SANDNES, Solbakken 15.0"
1155,"STAVANGER, Sirius' gate 29.0"
1156,"SANDNES, Sanddalsveien 162.0"
1157,"STAVANGER, Peter Reimers gate 1.0"
1158,"STAVANGER, Gaupestien 5.0"
1159,"SANDNES, Frøyerhagen 3.0"
1160,"STAVANGER, Njordkroken 8.0"
1161,"STAVANGER, Kongsteinsgata 5.0"
1162,"SANDNES, Bakken 17.0"
1163,"STAVANGER, Valmueveien 9.0"
1164,"STAVANGER, Steinperleveien 19.0"
1165,"SANDNES, Øvreveien 17.0"
1166,"STAVANGER, Syreveien 11.0"
1167,"STAVANGER, Dalaneveien 25.0"
1168,"STAVANGER, Jens Tvedts gate 12.0"
1169,"STAVANGER, Sørbøveien 741.0"
1170,"STAVANGER, Borgerm. Middelthons g 4.0"
1171,"STAVANGER, Stavangerfjords vei 10.0"
1172,"STAVANGER, Brønngata 43.0"
1173,"STAVANGER, Gosenmyrå 13.0"
1174,"STAVANGER, Ragveien 1.0"
1175,"STAVANGER, Røværveien 24.0"
1176,"SANDNES, Blåbærstien 4.0"
1177,"STAVANGER, Valkyrjegata 14.0"
1178,"STAVANGER, Dues vei 38.0"
1179,"STAVANGER, Sørbøveien 741.0"
1180,"STAVANGER, Kari Lofthus' gate 24.0"
1181,"STAVANGER, Markveien 33.0"
1182,"STAVANGER, Bakkesvingen 18.0"
1183,"STAVANGER, Gangflåtveien 2.0"
1184,"SANDNES, Skippergata 119.0"
1185,"STAVANGER, Langgata 1.0"
1186,"STAVANGER, Minister Ditleffs vei 15.0"
1187,"STAVANGER, Hodneveien 128.0"
1188,"SANDNES, Følhusbakken 31.0"
1189,"SANDNES, Havnegata 5.0"
1190,"STAVANGER, Ulsberghagen 50.0"
1191,"SANDNES, Faksavolltunet 16.0"
1192,"STAVANGER, Kvitlingveien 7.0"
1193,"SANDNES, Ringen 4.0"
1194,"STAVANGER, Engøysnaget 3.0"
1195,"STAVANGER, Tjeldveien 14.0"
1196,"STAVANGER, Oscar Omdals gate 8.0"
1197,"STAVANGER, Madlaveien 76.0"
1198,"STAVANGER, Tjuvholmveien 18.0"
1199,"SANDNES, Hovebakken 10.0"
1200,"SANDNES, Odins gate 12.0"
1201,"STAVANGER, Husabøåkeren 2.0"
1202,"SANDNES, Blåbærstien 6.0"
1203,"STAVANGER, Kaptein Mejlænders gate 25.0"
1204,"SANDNES, Vindmøllhagen 41.0"
1205,"SANDNES, Solaveien 3.0"
