personal_number,first_name,family_name,age,sex,occupation,activity,partner_personal_number,family_id
7892470,Andrea,Larson,59,Female,True,,5567017,435
8443176,Christina,Jones,70,Female,True,,7068123,89
3007393,Adrian,Davis,64,Male,True,,4026726,122
2027263,Denise,Bakke-Gomez,8,Female,True,,,105
2022020,Carrie,Rhodes,46,Female,True,,1442026,383
6039079,Hilde,Hubbard-Magnusson,14,Female,True,Football,,464
8401774,Siv,Brock-Karlsson,25,Female,True,,1214184,1003
7443610,Samuel,Schmidt,81,Male,True,,5198504,601
3403775,Peter,Johnson-Larsson,17,Male,True,Tennis,,172
4083759,William,Douglas,47,Male,True,,1236756,602
7852643,Jessica,Carroll,54,Female,True,,8559531,110
4132121,Marie,Morris,59,Female,True,,3220448,564
1057028,Tore,Mclaughlin,51,Male,True,,9969105,603
1227166,Savannah,Eliassen-Whitney,3,Female,True,,,574
4354210,Steven,Sanchez,33,Male,True,,4465966,308
5929563,Gro,Stanley,48,Female,True,,6294422,604
9413887,Daniel,Lopez-Melton,13,Male,True,Volleyball,,474
9433995,Viktoria,Lie,36,Female,True,,8657076,606
7898436,Lori,Andersson-Bowman,7,Female,True,Basketball,,483
8335406,Olav,Haugland-Karlsson,12,Male,True,Football,,64
8768396,Kenneth,Spencer,40,Male,True,,2665099,608
4419189,Thea,Phillips-Short,16,Female,True,Basketball,,97
2211437,Anthony,Sjögren,51,Male,True,,4150444,610
6279669,Justin,Williams,58,Male,False,,5134827,140
1435952,Jennifer,Andreassen,65,Female,True,,5572250,188
1614400,Dana,Clark-Robinson,21,Female,False,,7197988,268
5115635,Kathryn,Bell-Weeks,19,Female,False,,4247201,415
5790705,Britt,Berge-Rojas,14,Female,True,Basketball,,441
2173371,Russell,Hinton,55,Male,True,,8203694,611
2399078,Siv,Johansson,59,Female,True,,7108892,17
2172683,Angela,Oliver-Thomas,7,Female,True,Basketball,,431
1754249,Megan,Larsson,76,Female,True,,7949997,172
5446725,Michael,Kim-Thomassen,9,Male,True,Volleyball,,196
4062100,Helene,Estrada,50,Female,True,,5159773,613
7585596,Lena,Gundersen,59,Female,True,,3075627,102
7826904,Maria,Lundgren,71,Female,True,,7041709,213
5878547,Kjetil,Robinson,60,Male,True,,8763090,178
9484906,Nora,Morrow,66,Female,True,,5383451,586
2928160,Eric,Sandberg,34,Male,True,,2187120,614
8445733,Sherry,Greer,66,Female,True,,3651850,234
4309079,Hannah,Hanssen-Mathisen,12,Female,True,Volleyball,,214
3287796,Tor,Melton,73,Male,True,,1364097,615
6075978,Else,Hansson,50,Female,True,,2532129,252
2660031,Sebastian,Ahmed,67,Male,True,,5706229,616
3001920,Lucas,Silva,44,Male,True,,6190794,617
4518246,Jørgen,Svensson,56,Male,True,,1577684,618
4754281,John,Olsen,49,Male,True,,5392184,339
9347965,Mary,Williams,61,Female,True,,2801030,140
7883766,Cynthia,Huff-Ødegård,12,Female,True,Chess,,788
5041115,Kåre,Johansson-Oliver,10,Male,True,,,431
5290978,Jan,Berntsen-Miller,25,Male,True,,4733244,101
3264009,Benjamin,Andersson-Ek,18,Male,False,,9276521,744
7464387,Rachel,Cruz,71,Female,True,,1659706,592
2087712,Sierra,Ahmed-Svendsen,23,Female,False,,1852656,176
2886016,Kristian,French,80,Male,True,,2578720,457
5649210,Elizabeth,Engström,34,Female,True,,5337395,623
6137671,Ashlee,Haug-Jackson,20,Female,True,,5788951,248
2872805,Andrea,Hansson,65,Female,True,,1112869,252
3527736,Richard,Sjöström,56,Male,True,,7929799,624
3474717,Holly,Holm,47,Female,True,,9850036,322
1710955,Justin,Robinson,51,Male,True,,8796557,178
4026726,Ingeborg,Davis,60,Female,False,,3007393,122
8699812,Harald,Ball-Jones,24,Male,True,,6206304,89
2816329,Thomas,Göransson,82,Male,True,,5092666,265
5198504,Julie,Schmidt,80,Female,True,,7443610,601
2782446,David,Knudsen,56,Male,True,,3627503,145
3650508,Karen,Berge-Jones,21,Female,True,,7750804,41
5134827,Randi,Williams,58,Female,True,,6279669,140
1243749,Göran,Brown-Castro,11,Male,True,American football,,215
5689715,Destiny,Alexander-Gibson,7,Female,True,Football,,946
1665498,Malin,Dahl,26,Female,True,,2044733,525
1365911,Alexandra,Gustafsson,45,Female,True,,1062819,44
8203694,Angela,Hinton,70,Female,True,,2173371,611
6241791,Neil,Roth,61,Male,True,,6476584,627
8763090,Ellen,Robinson,62,Female,True,,5878547,178
3052879,Johnathan,Johnsen,42,Male,True,,7326213,174
5095384,Jeremy,Fredriksen,35,Male,True,,6812901,193
5304842,Camilla,Pettersson,38,Female,True,,2830257,16
1364097,Amanda,Melton,81,Female,True,,3287796,615
5823091,Craig,Garcia-Hansson,8,Male,True,Basketball,,222
5706229,Helene,Ahmed,70,Female,True,,2660031,616
8293112,Marita,Jackson,52,Female,True,,6215724,3
5067418,Kim,Andersson,43,Female,True,,3698580,96
5133054,Sven,Lindberg,60,Male,True,,9192464,447
9482145,Kåre,Gustafsson,47,Male,True,,3994818,44
1577684,Jill,Svensson,71,Female,True,,4518246,618
2578720,Linnea,French,73,Female,True,,2886016,457
5529757,Joel,Flores,42,Male,True,,4577921,148
7239001,Vidar,Johnson,28,Male,True,,7181562,124
6806982,James,Wood,53,Male,True,,9736992,628
1460133,Joseph,Strömberg,74,Male,True,,3812230,595
5040047,Isabella,Gustafsson-Martinez,22,Female,False,,4533351,202
2553706,Charles,Evensen,54,Male,True,,9952861,438
7929799,Gunborg,Sjöström,55,Female,True,,3527736,624
5092666,Dawn,Göransson,61,Female,True,,2816329,265
1746232,Stein,Bell-Weeks,16,Male,True,Football,,415
3627503,Kimberly,Knudsen,60,Female,True,,2782446,145
6569598,Stig,Larsson,74,Male,True,,3911905,172
8516301,Valerie,Jensen-Reed,20,Female,True,,8186468,949
5092017,Lennart,Duncan-Whitney,24,Male,False,,6936778,307
1755106,Jonathan,Montgomery,80,Male,True,,4718582,630
1791682,Holly,Augustsson-Jenssen,20,Female,True,,7184965,33
2734399,Erik,Wells,69,Male,True,,6697128,631
3674486,Thea,Duncan,47,Female,True,,3333126,307
8646799,Hans,Bailey-Fransson,25,Male,True,,7182340,495
6476584,Yvonne,Roth,71,Female,True,,6241791,627
3066849,Sondre,Scott,44,Male,True,,9000170,632
2841944,Kelly,Lindkvist,48,Female,True,,4944393,633
5155090,Ingeborg,Holland,36,Female,True,,6439234,261
4254103,Berit,Andersson,53,Female,True,,4770126,96
9339530,Synnøve,Anderson-Mattsson,19,Female,False,,3771951,653
4077111,Christopher,Johansson,39,Male,True,,4176216,17
4365977,Ole,Holm,79,Male,True,,4849378,322
2761676,Joseph,Ruud,26,Male,True,,4723315,232
9192464,Samantha,Lindberg,56,Female,True,,5133054,447
4196773,Hege,Lopez,33,Female,True,,7081674,474
3812230,Leslie,Strömberg,64,Female,True,,1460133,595
9706137,Lars,Göransson-Sundström,16,Male,True,Football,,99
7883053,Christian,Flowers,79,Male,True,,7588742,272
6266371,Stephanie,Karlsson,44,Female,True,,3651613,64
3225868,Amanda,Franco-Gordon,24,Female,False,,2962848,257
4923178,Lindsay,Eriksen-Johansson,11,Female,True,Tennis,,302
8743242,Stephen,Engen-Jørgensen,19,Male,True,,9794300,786
9332362,Gary,Rosario,49,Male,True,,4848716,634
9628429,Joseph,Bøe,34,Male,True,,5124383,61
3911905,Turid,Larsson,67,Female,True,,6569598,172
5534287,Kristian,Lewis,43,Male,True,,6570484,112
5988915,Jermaine,Gundersen-Pettersson,25,Male,True,,6258447,16
3132202,Wendy,Walsh,54,Female,True,,5479460,635
3833481,James,Tveit,59,Male,True,,7465593,314
9620899,Maria,Andersson-Hubbard,19,Female,False,,4618612,419
9681086,Irene,Mcgee-Reed,19,Female,False,,8419119,94
5830551,Morten,Burns-Isaksen,8,Male,True,Chess,,26
4718582,Susan,Montgomery,61,Female,True,,1755106,630
4309857,Gunnar,Dillon,57,Male,True,,1694398,639
3391115,Brandon,Cook,46,Male,True,,9313896,371
6697128,Jean,Wells,69,Female,True,,2734399,631
4725671,Ulf,Becker,66,Male,True,,8324650,205
6578654,Joshua,Jones,52,Male,True,,1103699,89
4849378,Kristin,Holm,70,Female,True,,4365977,322
3959397,Kristina,Campbell-Short,22,Female,True,,3034510,395
6612115,Gina,Boström-Foster,15,Female,True,Basketball,,484
4318017,Johanna,Campbell,27,Female,True,,1929308,395
7273755,Julie,Kristoffersen-Martinez,10,Female,True,,,706
7571719,Kathleen,Gundersen,49,Female,True,,1195123,102
7588742,Jennifer,Flowers,76,Female,True,,7883053,272
8972903,Stian,Evensen-Svensson,8,Male,True,Volleyball,,618
8211567,Katarina,Rhodes-Sivertsen,16,Female,True,Tennis,,540
5756757,Petter,Strand,44,Male,True,,7195737,35
2055153,Lars,Logan,76,Male,True,,9008611,642
2644319,Michael,Engen,32,Male,True,,4722592,421
9183386,Tammy,Haug,48,Female,False,,9855717,248
4972076,Jan,Brekke-King,8,Male,True,American football,,477
9388872,Sebastian,Anderson-Williams,18,Male,False,American football,5044720,140
6830770,Sture,Sivertsen,81,Male,True,,7648068,540
7465593,Ruth,Tveit,79,Female,True,,3833481,314
5706882,Ingeborg,Vaughn-Åberg,2,Female,True,,,864
8702560,Kerry,Danielsson,78,Male,True,,9651393,218
1694398,Julie,Dillon,55,Female,True,,4309857,639
8324650,Melissa,Becker,70,Female,True,,4725671,205
5562362,Andrea,Næss,44,Female,True,,6701187,127
9032363,Michael,Karlsson,48,Male,True,,7278007,64
8460921,Fredrik,Brown,47,Male,True,,3681643,215
9008611,Evelina,Logan,57,Female,True,,2055153,642
1996086,André,Guerrero-Perry,17,Male,True,American football,,201
1644634,Arild,Pettersson-Washington,7,Male,True,Tennis,,283
5701035,Sofie,Mathisen,31,Female,True,,6277298,214
3324418,Jeffrey,Andresen,59,Male,True,,7496858,343
5098757,Victor,Eriksson-Vega,22,Male,False,,2477871,249
9988313,Henry,Nguyen,57,Male,True,,6935737,4
7648068,Maj-Britt,Sivertsen,79,Female,True,,6830770,540
8099575,Jens,Bowman-Eriksson,13,Male,True,Tennis,,249
9651393,Maria,Danielsson,57,Female,False,,8702560,218
7320926,Cecilia,Rodriguez,44,Female,True,,1185527,290
7496858,Helene,Andresen,70,Female,True,,3324418,343
5766275,Roar,Kristoffersen-Nilsson,20,Male,False,,7257899,233
4095916,Michael,Richardson,58,Male,True,,3163997,155
6935737,Eva,Nguyen,68,Female,True,,9988313,4
3163997,Olivia,Richardson,77,Female,True,,4095916,155
4930818,Artur,Jansson,58,Male,True,,4160960,650
8253501,Elin,Nguyen,47,Female,True,,8645665,4
2582385,André,Murray,54,Male,True,,1832370,409
4160960,Ann-Marie,Jansson,70,Female,True,,4930818,650
9709996,Anneli,Arnesen,51,Female,True,,5089244,651
6732448,Brandon,Anderson-Perkins,7,Male,True,,,897
3946342,Siv,Karlsson,76,Female,True,,3852053,64
3302568,Sandra,Anderson,58,Female,True,,9118959,653
2981044,Vera,Johnson,57,Female,True,,7147094,124
4516892,Alvin,Sweeney-Thomassen,23,Male,False,,3415568,370
3852053,Olav,Karlsson,56,Male,True,,3946342,64
1232449,Ashley,Barker,40,Female,True,,6093754,528
4812339,Maureen,Cook,56,Female,True,,2153225,371
9804896,Jose,Brock-Garcia,14,Male,True,Tennis,,1003
4816316,Lori,Vik,56,Female,True,,9520103,8
9118959,Brian,Anderson,82,Male,True,,3302568,653
3711656,Kayla,Persson-Sweeney,9,Female,True,,,53
1097436,Tove,Flynn,80,Female,True,,3251679,657
6486680,Gregory,Delgado,41,Male,True,,9873743,658
8378770,Bente,King,71,Female,True,,4185199,477
7147094,Daniel,Johnson,64,Male,True,,2981044,124
9494100,Siv,Andersson,51,Female,True,,8946109,96
2777788,Kristen,Paulsen,61,Female,True,,8880363,165
2153225,Marcus,Cook,71,Male,True,,4812339,371
4507668,Gunvor,Archer,41,Female,True,,2555611,471
3341313,Austin,Mattsson,33,Male,True,,1129219,73
3995221,Veronica,Flores,57,Female,True,,9312085,148
9520103,Jeffrey,Vik,66,Male,True,,4816316,8
3251679,Alf,Flynn,63,Male,True,,1097436,657
4398756,Helene,Olofsson,65,Female,True,,2473415,194
7648748,Gunnar,Johansson,43,Male,True,,1126626,17
4185199,Tomas,King,67,Male,True,,8378770,477
9668743,Stephanie,Friberg-Håkansson,15,Female,True,American football,,334
3803402,Jerry,Kelly,50,Male,True,,1239481,659
9604237,Christopher,Obrien-Vasquez,2,Male,True,,,721
1236756,Jeanne,Lopez,33,Female,True,,4083759,474
9969105,Emma,Gordon,37,Female,True,,1057028,661
4465966,Hannah,Dennis,40,Female,False,,4354210,662
5470246,Andrea,Björklund,59,Female,True,,8733112,663
5806499,Bjørn,Berntsen,39,Male,True,,1490006,664
2665099,Kimberly,Miller,44,Female,True,,8768396,101
9928484,Kyle,Morris-Rodriguez,24,Male,False,,7261641,290
4150444,Alison,Olsson,38,Female,True,,2211437,25
4925125,Ashley,Edvardsen-Hagen,24,Female,True,,8113506,36
3186074,Austin,Eriksen-Johansson,11,Male,True,Volleyball,,302
9056308,Neil,Eriksson,53,Male,True,,4398394,249
8880363,Johannes,Paulsen,57,Male,True,,2777788,165
2187120,Kristi,Bradshaw,54,Female,True,,2928160,665
6190794,Camilla,Mejia,45,Female,True,,3001920,396
5392184,Ellen,Johansson,38,Female,True,,4754281,17
9312085,Jacob,Flores,70,Male,True,,3995221,148
8796557,Sigrid,Hedman,48,Female,True,,1710955,575
1631932,Gustav,Bryant,46,Male,True,,3399782,666
5558575,Rune,Holm-Salazar,6,Male,True,Volleyball,,768
7326213,Regina,Cox,35,Female,True,,3052879,668
7936787,Jeffery,Lunde,38,Male,True,,8193590,563
6253028,Randy,Danielsson,40,Male,True,,4081290,218
1091367,Kent,Wallin,52,Male,True,,2354061,182
6812901,Monica,Claesson,49,Female,True,,5095384,669
3994818,Donna,Owens,54,Female,True,,9482145,670
9805541,Kerry,Johnsson,63,Female,True,,7408890,671
4987042,Rebecka,Gustafsson,66,Female,True,,6509028,44
2473415,Roland,Olofsson,60,Male,True,,4398756,194
8733112,David,Björklund,78,Male,True,,5470246,663
4791022,Stephanie,Rogers-Roth,5,Female,True,,,1084
1214184,Christopher,Boström-Holm,21,Male,False,,8401774,356
5505010,Stephen,Ellingsen-Hopkins,3,Male,True,,,42
1444802,Rachel,Morris,56,Female,False,,2616969,564
6401095,Marianne,Andersson,73,Female,True,,9388473,96
7197988,Knut,Fitzgerald-Johannessen,25,Male,True,,1614400,251
7408890,Vidar,Johnsson,75,Male,True,,9805541,671
3371465,Johan,Nilsson-Pettersson,10,Male,True,Chess,,233
7474000,Kristine,Morris,76,Female,True,,3058196,564
4577921,Jill,Carlson,36,Female,True,,5529757,675
9592894,Linnéa,Garcia-Henry,14,Female,True,Football,,78
7202536,Christian,Hopkins,46,Male,True,,5068099,677
7902010,Cody,Brekke,26,Male,True,,5070061,279
7181562,Stephanie,Wikström,29,Female,True,,7239001,678
4246222,Gustaf,Becker,31,Male,True,,2273788,205
6509028,Ryan,Gustafsson,66,Male,True,,4987042,44
6279007,Egil,Johansson,50,Male,True,,1198221,17
2102585,Scott,Edwards,32,Male,True,,3739529,514
9736992,Emma,Brooks,54,Female,True,,6806982,76
2616969,Bjørn,Morris,60,Male,True,,1444802,564
9952861,Märta,Andersson,28,Female,True,,2553706,96
9000170,Sarah,Petersson,41,Female,True,,3066849,679
3044198,William,Baker-Taylor,16,Male,True,American football,,320
4247201,Christopher,Castro-Mendez,20,Male,True,,5115635,834
9388473,Petter,Andersson,58,Male,True,,6401095,96
1852656,Jeff,Hedman-Thorsen,20,Male,False,,2087712,54
1999116,Todd,Frey,49,Male,True,,8033284,681
3058196,Erik,Morris,59,Male,True,,7474000,564
7003061,Mary,Flynn-Strand,14,Female,True,American football,,35
9585050,Michael,Pettersen,51,Male,True,,6199559,546
4176216,Jaime,Cook,26,Female,True,,4077111,371
4921895,Lauren,Lindström,79,Female,True,,9540350,683
4723315,Kaitlyn,Larsson,46,Female,True,,2761676,172
9540350,Trond,Lindström,66,Male,True,,4921895,683
9373255,Jan,Vargas,50,Male,True,,3774966,331
7830810,James,Salinas-Thomassen,8,Male,True,Tennis,,196
1636024,Leif,Hansson,55,Male,True,,1702523,252
1702523,Elizabeth,Hansson,78,Female,True,,1636024,252
1653398,Ryan,Rich,53,Male,True,,2921179,684
8787615,Michael,Jones,67,Male,True,,7551900,89
8885714,Michael,Miller,72,Male,True,,5599780,101
5788951,Brett,Olsson-Oskarsson,24,Male,False,,6137671,25
7750804,Adrian,Diaz-Solheim,22,Male,True,,3650508,23
6610714,Christopher,Eklund,54,Male,True,,9689086,686
7902802,Svein,Klein,41,Male,True,,7000667,687
7551900,Catherine,Jones,68,Female,True,,8787615,89
8632091,Christopher,Williams,73,Male,True,,2603387,140
4848716,Louise,Eriksson,36,Female,True,,9332362,249
6755500,Thea,Johansson-Thorsen,24,Female,True,,7100691,54
6414293,Carlos,Reid,64,Male,True,,6488397,227
5124383,Anita,Rønning,28,Female,True,,9628429,689
5374750,Victor,Andersen,67,Male,True,,6280892,223
6570484,Lena,Simon,42,Female,True,,5534287,573
5599780,Ann,Miller,57,Female,True,,8885714,101
6156191,Camilla,Phillips-Short,13,Female,True,American football,,97
9313896,Tove,Henderson,54,Female,True,,3391115,690
9323607,Michael,Pettersson,44,Male,True,,4548698,16
1103699,Jennifer,Jones,52,Female,True,,6578654,89
5006532,Britt,Mills-Washington,19,Female,True,,6059928,283
2603387,Taylor,Williams,61,Female,True,,8632091,140
6488397,Courtney,Reid,70,Female,True,,6414293,227
4533351,Christopher,Contreras-Karlsson,23,Male,True,,5040047,64
2285459,Trine,Hallberg-Ruud,13,Female,True,,,1036
6870680,Jonas,Morris-Rodriguez,6,Male,True,,,290
2039665,Hans,Nilsen,55,Male,True,,6856920,694
1211673,Asbjørn,Vasquez,53,Male,True,,7540199,55
9429417,Jørgen,Johnson,50,Male,True,,7666841,124
3514747,Gro,Aasen-Spears,24,Female,False,,7494468,1112
7195737,Maria,Dean,39,Female,True,,5756757,695
3709559,Andrew,Martin,53,Male,True,,7165799,570
5580362,Birger,Abrahamsson,47,Male,True,,2016895,141
4752988,Kenneth,Baker,81,Male,True,,5953508,92
5348358,Ingemar,Andersson-Lindström,17,Male,True,,,96
6280892,Kristina,Andersen,59,Female,True,,5374750,223
4722592,Monique,Bowman,41,Female,True,,2644319,483
1224790,Dag,Jensen,42,Male,True,,4288751,274
5362429,Håkon,Aune,60,Male,True,,2910350,521
6856920,Karen,Nilsen,58,Female,True,,2039665,694
3622446,Jared,Johansson,82,Male,True,,1436505,17
1961816,Matilda,Edwards-Williams,16,Female,True,American football,,514
3824844,Heather,Flowers-Thomas,14,Female,True,,,585
4924126,Steven,Jansson,60,Male,True,,1819683,650
9773878,Sverre,Becker,52,Male,True,,7944501,205
1523822,Alfred,Andersson,28,Male,True,,3633511,96
7456731,Lori,Novak-Olausson,12,Female,True,Basketball,,713
7423718,Reidun,Hallberg-Karlsson,13,Female,True,,,64
2935507,Leif,Andersson,73,Male,True,,5685446,96
2457248,Nicole,Dyer-Johnson,21,Female,False,,3945997,133
5809708,Tobias,Hedberg,33,Male,True,,1435141,183
8186468,Joel,Mcgee-Reed,24,Male,True,,8516301,94
4401560,Per,Smith,36,Male,True,,1480957,18
6912802,Erin,Baldwin-Flores,11,Female,True,Chess,,1110
8020306,Tom,Andersson,48,Male,True,,7018025,96
6255956,Megan,Cooper-Mcdowell,11,Female,True,Tennis,,332
5953508,Christine,Baker,65,Female,True,,4752988,92
3110016,Gerd,Amundsen-Persson,24,Female,False,,1942449,114
7278007,Tracy,Pedersen,50,Female,True,,9032363,191
9000887,Tobias,Berglund,71,Male,True,,2429379,701
2910350,Linda,Aune,56,Female,True,,5362429,521
3681643,Tone,Hanson,49,Female,True,,8460921,157
3902351,Steve,Karlsson,33,Male,True,,7458653,64
1832370,Tina,Frank,34,Female,True,,2582385,702
4500620,Jacob,Johansson,57,Male,True,,1865378,17
1436505,Stacey,Johansson,82,Female,True,,3622446,17
1819683,Petra,Jansson,57,Female,True,,4924126,650
5263049,Mark,Cooper,51,Male,True,,6639326,332
5685446,Ulrika,Andersson,61,Female,True,,2935507,96
9084287,Joakim,Jonsson,45,Male,True,,7229374,527
2756751,Louise,Eriksen-Rhodes,10,Female,True,American football,,302
9873743,Alexis,Christensen,51,Female,True,,6486680,86
2429379,Maria,Berglund,78,Female,True,,9000887,701
1557910,Michele,Eliassen-Tanner,20,Female,False,,5013643,363
1865378,Martha,Johansson,58,Female,True,,4500620,17
7184965,Karl,Garcia-Martin,22,Male,False,,1791682,222
1129219,Marie,Holmgren,49,Female,False,,3341313,703
8847494,Ingeborg,Bengtsson-Vik,14,Female,True,Basketball,,256
1126626,Camilla,Lawson,44,Female,True,,7648748,704
8524051,Mats,Brown,62,Male,True,,4984562,215
7175345,Erling,Merritt,35,Male,True,,2525442,705
1224765,Pär,Kristoffersen,57,Male,True,,9669957,706
7952435,Steve,Franco,65,Male,True,,4399894,257
4984562,Trine,Brown,75,Female,True,,8524051,215
3661739,Marie,Christensen-Gustafsson,24,Female,True,,5047348,86
7875644,Jason,Mårtensson,40,Male,True,,7922365,503
3771951,Gregory,Fuller-Gundersen,18,Male,False,Volleyball,9339530,452
9669957,Marte,Kristoffersen,82,Female,True,,1224765,706
4399894,Maria,Franco,75,Female,True,,7952435,257
7082835,Oscar,Montgomery,50,Male,True,,6126091,630
3584081,Joakim,Nilsson,68,Male,True,,6612456,233
1239481,Irene,Dahl,49,Female,True,,3803402,525
5398961,Tyler,Jimenez,54,Male,True,,9202285,708
6538402,Silje,Ross-Åkesson,13,Female,True,Chess,,11
6612456,Elizabeth,Nilsson,62,Female,True,,3584081,233
4660149,Shannon,Cooper-Lundgren,16,Female,True,Football,,332
4971039,Karen,Smith,67,Female,True,,4711258,18
5440554,Anette,King,64,Female,True,,1816027,477
4711258,Johan,Smith,59,Male,True,,4971039,18
6681487,Tara,Harrell-Lindberg,8,Female,True,Volleyball,,900
7917549,Michael,Berry,31,Male,True,,8914267,710
1490006,Erika,Forslund,27,Female,True,,5806499,711
4398394,Turid,Crawford,37,Female,True,,9056308,328
9413735,Kyle,Middleton-Palmer,13,Male,True,Football,,347
1816027,Edwin,King,76,Male,True,,5440554,477
3957217,Kyle,Hendrix,50,Male,True,,8912071,553
1577007,Jeremy,Johnson,31,Male,True,,6490660,124
3399782,Patricia,Andersson,40,Female,True,,1631932,96
8193590,Susanne,Bengtsson,44,Female,True,,7936787,256
8243712,Jonathan,Whitney,53,Male,True,,8282856,574
2796679,Ryan,Nolan,48,Male,True,,8983344,712
8663700,Thomas,Olausson,75,Male,True,,8656308,713
2385984,Andreas,Schneider,47,Male,False,,4817613,313
7931913,Brett,Hernandez,82,Male,True,,8541316,714
8656308,Linn,Olausson,69,Female,True,,8663700,713
2962848,Lars,Göransson-Sæther,22,Male,False,,3225868,15
8084636,Jonathan,Thomassen,76,Male,True,,9931608,196
5754796,Johan,Bäckström-Simonsen,15,Male,True,Chess,,1025
8541316,Matilda,Hernandez,67,Female,True,,7931913,714
4081290,Lindsay,Larsen,38,Female,True,,6253028,158
9931608,Stephanie,Thomassen,71,Female,True,,8084636,196
4663064,Hanne,Aune,70,Female,True,,5926858,521
5926858,Sten,Aune,66,Male,True,,4663064,521
4422255,Amber,Hobbs,65,Female,True,,6492554,715
2354061,Taylor,Björklund,31,Female,False,,1091367,663
2386027,Emily,Hays-Mattsson,12,Female,True,,,596
5952581,Filip,Wall,40,Male,True,,9726864,717
4618612,Alf,Bengtsson-Moen,19,Male,False,,9620899,47
7436565,Debra,Solheim,59,Female,True,,9692646,23
5068099,Natalie,Rosario,35,Female,True,,7202536,634
2486673,Norma,Larsson,80,Female,True,,2165648,172
6492554,Michael,Hobbs,55,Male,True,,4422255,715
3282294,Diana,Svensson,67,Female,True,,5637892,618
1747862,Sindre,Edvardsen-Mcdonald,16,Male,True,Volleyball,,19
6929177,Teresa,Thomas,70,Female,True,,8831960,585
2501103,Åse,Jones,75,Female,True,,4738511,89
6830572,Robert,Flores,47,Male,True,,5926878,148
5070061,Tiffany,King,53,Female,True,,7902010,477
9692646,Robert,Solheim,63,Male,True,,7436565,23
6297618,Mallory,Henderson-Johansson,20,Female,True,,3252441,17
8592150,Johan,Dahlström,47,Male,True,,3773058,720
2859628,Jose,Obrien,40,Male,True,,7984038,721
3170224,Kirk,Larsson-Strömberg,17,Male,True,,,595
2273788,Jennifer,Clark,37,Female,True,,4246222,268
9449549,Tiffany,Frank-Miranda,11,Female,True,American football,,702
3291681,Elizabeth,Brown-Hagen,6,Female,True,,,215
7510743,Ole,Schultz-Strøm,17,Male,True,American football,,442
2165648,Svein,Larsson,79,Male,True,,2486673,172
1198221,Debbie,Weaver,50,Female,True,,6279007,722
9513387,Caitlin,Nunez,79,Female,True,,8325482,723
3739529,Rita,Macias,43,Female,True,,2102585,724
8033284,Hilde,Amundsen,32,Female,True,,1999116,114
6199559,Gunilla,Ramirez,48,Female,True,,9585050,725
3774966,Sissel,Whitaker,43,Female,True,,9373255,726
8689145,Olov,Davis-Sørensen,14,Male,True,Basketball,,478
5637892,Robert,Svensson,55,Male,True,,3282294,618
8419119,Reginald,Carlsson-Nilsen,23,Male,False,,9681086,241
2921179,Lisa,Andersson,54,Female,True,,1653398,96
8831960,Arne,Thomas,56,Male,True,,6929177,585
3034510,Per,Le-Medina,18,Male,False,,3959397,1098
3278054,Amy,Garcia-Karlsson,10,Female,True,Football,,64
4738511,Gabriel,Jones,64,Male,True,,2501103,89
9689086,Michelle,Macias,45,Female,True,,6610714,724
3980214,Renee,Hanssen-Kristoffersen,10,Female,True,,,192
2375892,Carol,Munoz,82,Female,True,,8365083,730
5944341,Beverly,Baker-Carroll,10,Female,True,Football,,110
8325482,Karl,Nunez,59,Male,True,,9513387,723
1917174,Emilie,Keller,81,Female,True,,2145445,731
9268633,Shannon,Gundersen-Wright,25,Female,True,,7919293,388
2628261,Kristine,Ellingsen-Hopkins,17,Female,True,Basketball,,42
8555916,Nicholas,Hedman-Townsend,15,Male,True,,,45
7000667,Hanna,Guerrero,31,Female,True,,7902802,201
6057110,James,Carroll-Dillon,14,Male,True,Football,,110
8365083,Victor,Munoz,58,Male,True,,2375892,730
4515387,Hege,Forslund-Pruitt,10,Female,True,Football,,917
4548698,Michelle,Zimmerman,48,Female,True,,9323607,368
2145445,Ingvar,Keller,82,Male,True,,1917174,731
5580256,Suzanne,Johansson,66,Female,True,,8884770,17
7540199,Maj-Britt,Kim,54,Female,True,,1211673,255
5094074,Ivar,Garner,31,Male,True,,3185719,734
7666841,Line,Solberg,54,Female,True,,9429417,259
7165799,Sharon,Garcia,49,Female,True,,3709559,222
2016895,Ingela,Nelson,42,Female,True,,5580362,387
3041568,Anna,Johansen-Mejia,16,Female,True,Football,,414
8884770,Samuel,Johansson,72,Male,True,,5580256,17
1549910,Christian,Holm,44,Male,True,,7588351,322
8113506,Trond,Mason-Wolfe,21,Male,True,,4925125,286
2251619,David,Perry,37,Male,True,,2358403,735
4288751,Margaret,Allen,41,Female,True,,1224790,318
9470025,Therese,Smith,67,Female,True,,4380449,18
8309636,Carina,Gutierrez,61,Female,True,,9479314,736
9102486,Carina,Nygren,63,Female,True,,5039316,737
6239966,Christian,Berntsen-Ødegård,3,Male,True,,,664
3892349,Göran,Strøm,42,Male,True,,8242970,184
7944501,Liv,Mercado,46,Female,True,,9773878,739
1978779,Anna,Helland-Thorsen,5,Female,True,,,410
3633511,Marte,Olsson,26,Female,True,,1523822,25
4171357,Unni,Holm,63,Female,True,,9417602,322
6785186,Holly,Johansson-Poole,17,Female,True,American football,,853
2654909,Nils,Brown,49,Male,True,,4959635,215
7100691,Charles,Alvarado-Boström,23,Male,True,,6755500,373
