household_id,personal_number
1142,4562679
1142,8400916
1143,5101083
1143,5006922
1144,8267515
1144,2567804
1145,7223573
1145,4126598
1146,2846535
1146,4201750
1147,3628638
1147,1940378
1148,8157569
1148,6543273
1149,7378488
1149,1270545
1150,6826076
1150,4952366
1151,2379383
1151,8491482
1152,1097317
1152,8475188
1153,7233221
1153,6205618
1154,4258592
1154,2008978
1155,4981431
1155,8540383
1156,4948438
1156,1851845
1157,4282093
1157,6455855
1158,5297616
1158,1348583
1159,5700823
1159,3368193
1160,8086033
1160,1243899
1161,3863279
1161,4011785
1162,1565031
1162,8718527
1163,1600479
1163,2824547
1164,7976469
1164,2754530
1165,4396741
1165,6760860
1166,4547830
1166,4700005
1167,4862057
1167,9203586
1168,3942991
1168,7676536
1169,2968572
1169,8126487
1170,9689922
1170,1181252
1171,4262797
1171,1948198
1172,7890859
1172,7917306
1173,6508527
1173,1749211
1174,3152678
1174,8898376
1175,7580896
1175,3765000
1176,8400839
1176,5548750
1177,5898391
1177,5291443
1178,9259291
1178,3285398
1179,3578844
1179,8821660
1180,3235793
1180,6834807
1181,3173064
1181,7943720
1182,4336627
1182,7767742
1183,2471059
1183,9358255
1184,7378209
1184,1662002
1185,9828172
1185,2789284
1186,6375495
1186,3033579
1187,5655739
1187,5027107
1188,8576597
1188,6818514
1189,8543673
1189,6898318
1190,3558982
1190,3897853
1191,3792230
1191,2250771
1192,6307002
1192,6646625
1193,8934398
1193,3708010
1194,3213983
1194,8992894
1195,6983243
1195,9284617
1196,4253735
1196,6022813
1197,7732004
1197,4771790
1198,1727185
1198,2995318
1199,5231610
1199,9883130
1200,6118442
1200,1175384
1201,1621002
1201,9155679
1202,8971588
1202,1654806
1203,5838395
1203,3456223
1204,7048365
1204,9701355
1205,5414227
1205,3218361
1206,1442369
1206,3493318
1207,1097623
1207,3744374
1208,6583686
1208,5963003
1209,8300423
1209,6943449
1210,3984389
1210,7582236
1211,3888280
1211,5773322
1212,6348545
1212,2500081
1213,9333857
1213,3998572
1214,4196324
1214,8575609
1215,7193357
1215,1919334
1216,1898248
1216,2378647
1217,3081852
1217,9234561
1218,5174728
1218,4809875
1219,2179308
1219,6580454
1220,6196265
1220,4029824
1221,9238731
1221,4417961
1222,1904723
1222,5793867
1223,1725770
1223,6126976
1224,8914581
1224,6909158
1225,1184815
1225,5830372
1226,4741151
1226,5905050
1227,5486000
1227,7684946
1228,8311787
1228,9036136
1229,8674627
1229,9956460
1230,7050337
1230,5803301
1231,8920481
1231,8451841
1232,4139874
1232,3995813
1233,8749393
1233,3996767
1234,3649928
1234,6161101
1235,9094745
1235,8906313
1236,8743121
1236,8417860
1237,6550044
1237,7098086
1238,8907001
1238,3631059
1239,9189699
1239,7408659
1240,7519012
1240,9863289
1241,3315825
1241,4914568
1242,2199943
1242,9223768
1243,9536344
1243,1509619
1244,1883736
1244,2397456
1245,7349299
1245,3580751
1246,8401431
1246,2606971
1247,8953900
1247,6776312
1248,2919352
1248,4129942
1249,2821457
1249,3176113
1250,2928351
1250,3408214
1251,7697889
1251,5137688
1252,1397001
1252,4868247
1253,4378499
1253,3210735
1254,9592246
1254,6980031
1255,5280697
1255,2039969
1256,2680277
1256,4864022
1257,7074853
1257,9987735
1258,6765134
1258,9501223
1259,8493689
1259,3967028
1260,5914734
1260,7027136
1261,6696309
1261,5888749
1262,2517791
1262,5647769
1263,9743492
1263,3780818
1264,8622536
1264,6663110
1265,7031222
1265,7787400
1266,5180573
1266,2443954
1267,9789724
1267,1220882
1268,1420895
1268,8432349
1269,1497078
1269,5968525
1270,7558458
1270,6448162
1271,2875400
1271,2214180
1272,2367976
1272,6018835
1273,7640576
1273,1782893
1274,5133766
1274,9554664
1275,2054761
1275,7405971
1276,6958202
1276,7373244
1277,6980560
1277,5040578
1278,7474054
1278,7718323
1279,4104592
1279,3429189
1280,4291357
1280,3590031
1281,4486117
1281,8574645
1282,4632342
1282,2872072
1283,6260795
1283,8123645
1284,1430941
1284,9779792
1285,3681880
1285,5879895
1286,5311827
1286,4577265
1287,9777422
1287,9489814
1288,9612816
1288,4342067
1289,6077479
1289,7514054
1290,3984846
1290,1894346
1291,2291769
1291,9354164
1292,6864265
1292,3264066
1293,3293940
1293,7822305
1294,8134042
1294,7898412
1295,7085998
1295,2020403
1296,9594866
1296,4379203
1297,4457933
1297,2749100
1298,9507946
1298,4268247
1299,3832807
1299,9875731
1300,2297185
1300,5937749
1301,7254601
1301,1530731
1302,3363491
1302,8760817
1303,8890269
1303,3741631
1304,3911113
1304,4643614
1305,3536252
1305,8471068
1306,2211656
1306,2413486
1307,9235770
1307,7590342
1308,5969017
1308,2047733
1309,6902812
1309,5825680
1310,3288890
1310,6387073
1311,4970160
1311,6362561
1312,9841864
1312,7882537
1313,8666811
1313,3905249
1314,4468363
1314,8443551
1315,6644448
1315,6360485
1316,3985682
1316,1706092
1317,4055052
1317,3800652
1318,8723244
1318,8061038
1319,8223235
1319,1810520
1320,4932336
1320,7301234
1321,1792598
1321,6053987
1322,5834869
1322,8892145
1323,2458996
1323,1859744
1324,4239220
1324,3474060
1325,8459085
1325,8062506
1326,6528312
1326,4526752
1327,9536458
1327,6516473
1328,1017528
1328,3075953
1329,1491190
1329,7241289
1330,5460943
1330,6814429
1331,9705177
1331,6372208
1332,8961145
1332,8068819
1333,9197847
1333,4238486
1334,2720537
1334,6674861
1335,2321699
1335,9371701
1336,9928358
1336,3401607
1337,3803481
1337,7628283
1338,7498449
1338,5276377
1339,7343315
1339,5796488
1340,6226897
1340,5042565
1341,1160393
1341,8675069
1342,3065622
1342,9978279
1343,1601214
1343,1720393
1344,6754034
1344,7431921
1345,3071891
1345,8636121
1346,7433341
1346,1074523
1347,8478681
1347,2098004
1348,5884079
1348,8636641
1349,8297211
1349,6963756
1350,8405388
1350,8400999
1351,7211045
1351,9606958
1352,4541429
1352,5984451
1353,3512902
1353,1887574
1354,9600329
1354,8263583
1355,1134425
1355,2746493
1356,9251298
1356,4677008
1357,9065395
1357,2184994
1358,2095656
1358,4429393
1359,8715303
1359,1420281
1360,2730280
1360,7105646
1361,8039193
1361,6870481
1362,7094057
1362,5959732
1363,6307539
1363,9231860
1364,7022284
1364,9375889
1365,3010165
1365,7083253
1366,1177254
1366,9413202
1367,8908809
1367,4970350
1368,2336699
1368,6308359
1369,8853063
1369,3044726
1370,5066017
1370,2751501
1371,9957950
1371,7864353
1372,3741399
1372,2725513
1373,8375066
1373,4927387
1374,9888673
1374,5737199
1375,4431226
1375,2686417
1376,8777706
1376,8227647
1377,9663700
1377,1641063
1378,2105437
1378,2889016
1379,4055781
1379,9900603
1380,3757907
1380,7187600
1381,7916321
1381,7471065
1382,4093339
1382,7740151
1383,5083512
1383,5928557
1384,7369118
1384,9340725
1385,3361037
1385,8318688
1386,6074457
1386,1415478
1387,5721689
1387,7322816
1388,1857593
1388,1841407
1389,2797364
1389,9611204
1390,2013747
1390,2176384
1391,5159810
1391,7474341
1392,9513554
1392,2456812
1393,4647522
1393,2875442
1394,5306562
1394,3053851
1395,5960605
1395,2635156
1396,3260144
1396,8294664
1397,4358859
1397,7482789
1398,4318060
1398,9344450
1399,6605501
1399,3735141
1400,1511575
1400,9908307
1401,1196441
1401,3154548
1402,7871173
1402,7962042
1403,7813942
1403,9036534
1404,6843390
1404,8957848
1405,1306031
1405,9813010
1406,6590201
1406,4710605
1407,9924364
1407,3053977
1408,2640241
1408,7864111
1409,4433548
1409,3219739
1410,2490062
1410,9761336
1411,1367033
1411,7861655
1412,2310479
1412,1942521
1413,8912393
1413,8520483
1414,5047624
1414,9795523
1415,2789323
1415,4374070
1416,4203334
1416,2657211
1417,3583777
1417,2486842
1418,5709423
1418,2120417
1419,7159122
1419,4317252
1420,8665760
1420,1137235
1421,1293942
1421,6508889
1422,3327413
1422,5974810
1423,9614416
1423,7496223
1424,3558941
1424,4779847
1425,9324215
1425,8101295
1426,5455120
1426,2894821
1427,6289084
1427,4274659
1428,1736544
1428,9526284
1429,3497206
1429,1104190
1430,9552868
1430,2135925
1431,3493499
1431,2664454
1432,7221777
1432,1164561
1433,2888353
1433,2534763
1434,2806508
1434,7289107
1435,3691421
1435,1269602
1436,9003652
1436,3122588
1437,9362005
1437,5655587
1438,6325749
1438,8183821
1439,1015885
1439,4078255
1440,7781284
1440,8368153
1441,1234060
1441,5898243
1442,7698789
1442,4089174
1443,4586845
1443,2710778
1444,7054496
1444,8162914
1445,4855598
1445,4225644
1446,4530557
1446,1135695
1447,7134711
1447,5094623
1448,9898849
1448,1016090
1449,3268744
1449,9913071
1450,9235396
1450,2901374
1451,3249609
1451,2935820
1452,6217539
1452,8448342
1453,7860734
1453,4736771
1454,6754169
1454,2353783
1455,2936437
1455,3396289
1456,1976221
1456,1672826
1457,3835799
1457,5419066
1458,6733551
1458,1532222
1459,2468509
1459,7964558
1460,9678339
1460,4385230
1461,3862416
1461,8017690
1462,5221264
1462,6542950
1463,4985445
1463,8415347
1464,3866502
1464,9592529
1465,8147920
1465,6557685
1466,5571544
1466,2279124
1467,9841085
1467,2026998
1468,6350627
1468,2066841
1469,4665876
1469,5304176
1470,7813691
1470,9653896
1471,3559252
1471,4636015
1472,4983468
1472,8325932
1473,3428157
1473,5556375
1474,3611666
1474,8102542
1475,2021024
1475,3659037
1476,5672173
1476,4701336
1477,8894537
1477,5170327
1478,3589037
1478,5021007
1479,2520818
1479,3377824
1480,3355605
1480,6454994
1481,3732889
1481,9073703
1482,2499641
1482,6191887
1483,9814436
1483,4607989
1484,6345750
1484,8841816
1485,5309418
1485,8468686
1486,2518802
1486,3260605
1487,2356526
1487,2672042
1488,1814635
1488,1354243
1489,9274654
1489,2839132
1490,3245522
1490,4563449
1491,4625684
1491,2892603
1492,1830132
1492,1062728
1493,3565762
1493,5903545
1494,4295842
1494,6552850
1495,1582323
1495,8346000
1496,7768244
1496,9636564
1497,3914357
1497,9899994
1498,3391253
1498,9544205
1499,4337893
1499,9437838
1500,6484485
1500,7486147
1501,9551813
1501,9354922
1502,8659662
1502,5884809
1503,1711027
1503,7166636
1504,6989916
1504,5027502
1505,3434225
1505,1200043
1506,9496118
1506,8489296
1507,8878541
1507,8122308
1508,1584061
1508,9677405
1509,1743989
1509,2728936
1510,7555580
1510,9839897
1511,1923599
1511,2535609
1512,3890028
1512,1215029
1513,9498978
1513,6721080
1514,2643699
1514,5511943
1515,1924441
1515,6535687
1516,1198338
1516,7911550
1517,1284707
1517,6014879
1518,4351996
1518,5993761
1519,2732740
1519,8041526
1520,5320363
1520,2840491
1521,5968990
1521,9351894
1522,8727586
1522,9949642
1523,3189662
1523,9294401
1524,6187452
1524,1702972
1525,9872809
1525,3945388
1526,2613831
1526,6229041
1527,1379505
1527,6100054
1528,3675299
1528,1936562
1529,9304885
1529,3890734
1530,5914474
1530,5949153
1531,8100458
1531,5216021
1532,8905318
1532,5695902
1533,3794793
1533,6436150
1534,7941006
1534,5948026
1535,3365511
1535,7293181
1536,1762749
1536,7262743
1537,8765984
1537,9093913
1538,6497952
1538,6449401
1539,8958644
1539,2430335
1540,5020934
1540,5132626
1541,6475734
1541,3286005
1542,9223971
1542,8551875
1543,4366577
1543,4134447
1544,2613044
1544,6231078
1545,7873048
1545,3040688
1546,1993224
1546,5910122
1547,4424527
1547,2613564
1548,5893979
1548,6708393
1549,6645207
1549,1266486
1550,1090429
1550,8420118
1551,8455962
1551,2701529
1552,2427053
1552,4539141
1553,3320052
1553,9887916
1554,3332039
1554,3781027
1555,3367114
1555,8056143
1556,1313189
1556,1749060
1557,4578886
1557,3074208
1558,1513528
1558,6396786
1559,1003517
1559,8227948
1560,7415512
1560,1478381
1561,6613714
1561,7546782
1562,8297456
1562,5354045
1563,3601641
1563,2984692
1564,2878437
1564,3248932
1565,8689581
1565,9293178
1566,3077563
1566,4083235
1567,1910707
1567,4004879
1568,9747908
1568,5392835
1569,6138895
1569,4576517
1570,1664468
1570,6031764
1571,6880437
1571,1106564
1572,9140729
1572,5616350
1573,9813200
1573,5638266
1574,8144475
1574,7896992
1575,9568872
1575,4856614
1576,8435060
1576,6782561
1577,4896589
1577,3520169
1578,8433873
1578,8150957
1579,6337607
1579,1800652
1580,5510477
1580,8010267
1581,6057934
1581,5453562
1582,5894195
1582,9249328
1583,4981790
1583,8633990
1584,6005400
1584,8269351
1585,4600370
1585,4713939
1586,7713490
1586,2198055
1587,5327838
1587,2678403
1588,1746373
1588,7359771
1589,5010280
1589,8513279
1590,8633894
1590,4451984
1591,6050656
1591,7922030
1592,1417350
1592,9099238
1593,5243102
1593,3443043
1594,4519466
1594,2243593
1595,1477088
1595,5142683
1596,7865416
1596,1201334
1597,5452858
1597,1701423
1598,8984775
1598,1868872
1599,9434157
1599,6255807
1600,2651475
1600,6111064
1601,2857985
1601,9103563
1602,7305161
1602,7487055
1603,2607814
1603,2955828
1604,2725299
1604,3689857
1605,6542675
1605,1393976
1606,4767588
1606,1373074
1607,3237457
1607,7092361
1608,2408926
1608,7047074
1609,9025566
1609,4924264
1610,8912301
1610,9718607
1611,8211009
1611,1024212
1612,7033368
1612,6479238
1613,6678131
1613,7442543
1614,7348026
1614,2803764
1615,4735335
1615,1882465
1616,5817335
1616,3220929
1617,9979585
1617,9189696
1618,8698559
1618,5241822
1619,3173134
1619,9505871
1620,5943576
1620,8831093
1621,4455415
1621,1566102
1622,7231234
1622,7520032
1623,1045665
1623,4294021
1624,5045877
1624,4004709
1625,9313881
1625,1192958
1626,5014270
1626,4529741
1627,5917284
1627,3909660
1628,5317232
1628,4820382
1629,2762137
1629,4584474
1630,6284936
1630,2036324
1631,4812718
1631,2674107
1632,5660750
1632,7114847
1633,4950576
1633,7137247
1634,1001041
1634,5216643
1635,2922755
1635,2998255
1636,6423610
1636,3548106
1637,7103913
1637,8758289
1638,2691214
1638,4543057
1639,2372915
1639,4789621
1640,9120220
1640,2386619
1641,1988986
1641,9822373
1642,6306046
1642,8663297
1643,5190141
1643,9641864
1644,6366527
1644,6053082
1645,8226671
1645,7489307
1646,6927209
1646,1847866
1647,9809811
1647,3113569
1648,4186651
1648,4946173
1649,2089798
1649,8570614
1650,2811736
1650,7467288
1651,9827750
1651,5205042
1652,3108375
1652,6371814
1653,5937249
1653,8492651
1654,3265998
1654,4834120
1655,4837615
1655,4063172
1656,5998880
1656,6364762
1657,2567884
1657,3563180
1658,9205216
1658,1278865
1659,8273102
1659,4788842
1660,6085186
1660,7080958
1661,3002163
1661,2684541
1662,1172646
1662,5002475
1663,6114091
1663,5005879
1664,5930466
1664,6458355
1665,7201497
1665,3729886
1666,2062714
1666,5001103
1667,1836762
1667,3470235
1668,9784565
1668,6904947
1669,1476269
1669,5161414
1670,9431723
1670,6136107
1671,6903251
1671,5950812
1672,5008902
1672,3709514
1673,2701878
1673,9413139
1674,2779530
1674,6294455
1675,1015750
1675,9894580
1676,8254775
1676,8861903
1677,2555588
1677,3421847
1678,7611920
1678,1771338
1679,8420936
1679,9294849
1680,2699626
1680,2576282
1681,9582447
1681,4385635
1682,3067882
1682,1753513
1683,9209056
1683,2231781
1684,5394015
1684,6971500
1685,6325356
1685,9014300
1686,3309412
1686,7744832
1687,6048778
1687,6863571
1688,7514890
1688,9260334
1689,8898070
1689,3832659
1690,5317807
1690,6554923
1691,7115592
1691,3977050
1692,2992694
1692,6709750
1693,2400424
1693,1977465
1694,8687031
1694,3385322
1695,7011498
1695,2000967
1696,7497607
1696,9403317
1697,6878564
1697,6283197
1698,9477546
1698,3096877
1699,2233784
1699,4044246
1700,8891210
1700,6413036
1701,1419506
1701,4579662
1702,1003940
1702,6586244
1703,8666598
1703,5003768
1704,6336856
1704,5625879
1705,1105951
1705,8159832
1706,1297755
1706,4785708
1707,4510827
1707,6086988
1708,7759401
1708,1132578
1709,3870355
1709,5436538
1710,1002445
1710,9034387
1711,9627440
1711,5964456
1712,3484434
1712,6976102
1713,4593862
1713,1089574
1714,2068116
1714,9791685
1715,1203806
1715,3375864
1716,8386115
1716,8774061
1717,4351432
1717,5238186
1718,8436629
1718,2476928
1719,4479393
1719,4830525
1720,2334765
1720,6080475
1721,9106785
1721,1659226
1722,7360605
1722,5456923
1723,8584444
1723,2377709
1724,2451724
1724,3029978
1725,3948697
1725,7250989
1726,9132387
1726,9134517
1727,6027984
1727,8001366
1728,6026285
1728,6686447
1729,2437004
1729,2138905
1730,7129155
1730,6909138
1731,7526607
1731,4760191
1732,5861264
1732,8138600
1733,5857134
1733,8511279
1734,8588562
1734,1237384
1735,7844235
1735,7991769
1736,6547038
1736,5217271
1737,1253062
1737,9107295
1738,1244789
1738,1966657
1739,7050354
1739,9081473
1740,2894021
1740,8744029
1741,2857114
1741,5050062
1742,3542734
1742,1870003
1743,4861936
1743,3301319
1744,2382486
1744,7181924
1745,9282733
1745,2707368
1746,6247850
1746,5589684
1747,3803561
1747,1865894
1748,5999739
1748,1934495
1749,4700496
1749,4991715
1750,8658713
1750,9248198
1751,6854575
1751,5624813
1752,8897847
1752,6326795
1753,6112240
1753,5861766
1754,1596767
1754,2507238
1755,1887331
1755,1456128
1756,5497708
1756,9405777
1757,7110977
1757,4475079
1758,8585257
1758,1235315
1759,7813590
1759,2225122
1760,4132730
1760,7717197
1761,3091971
1761,3949744
1762,3726239
1762,6136909
1763,5168033
1763,7981260
1764,3099825
1764,4229214
1765,2777561
1765,9302485
1766,1633310
1766,9997677
1767,9190461
1767,4809190
1768,9369539
1768,8753317
1769,8240763
1769,2597161
1770,6023613
1770,4422624
1771,9338997
1771,7798387
1772,1482085
1772,8724470
1773,8074169
1773,6318825
1774,6361080
1774,6868383
1775,8978605
1775,3716102
1776,7825215
1776,2040042
1777,9858019
1777,9496084
1778,7867668
1778,5407562
1779,7279219
1779,7455066
1780,3808581
1780,1869070
1781,1156840
1781,4605640
1782,6659261
1782,3476706
1783,8428649
1783,9648028
1784,1380335
1784,5225097
1785,4397533
1785,5594323
1786,5314179
1786,8875835
1787,7585694
1788,2449918
1789,7395311
1790,4502597
1791,5129903
1792,4590345
1793,4798163
1794,8796830
1795,1830351
1796,3045716
1797,7541322
1798,4708770
1799,2672860
1800,4458272
1801,7274743
1802,9705949
1803,2441059
1804,9850348
1805,5178546
1806,9865919
1807,6342863
1808,7313132
1809,2245527
1810,5745717
1811,1249168
1812,8599454
1813,3827668
1814,4578776
1815,1800050
1816,7661441
1817,9896328
1818,2283495
1819,7656041
1820,9589471
1821,3933220
1822,5733704
1823,4494987
1824,6445833
1825,2337522
1826,9211585
1827,6030566
1828,3434383
1829,6439211
1830,5038839
1831,4160509
1832,1058793
1833,6242404
1834,8659109
1835,6168726
1836,5211376
1837,1093709
1838,4782851
1839,6799896
1840,1681365
1841,8521428
1842,5040058
1843,4652383
1844,8615730
1845,5535556
1846,2573503
1847,8072069
1848,9718661
1849,8581626
1850,1187192
1851,9814654
1852,5768134
1853,4677668
1854,4526075
1855,7872959
1856,9425213
1856,1340941
1857,8781308
1857,7124822
1858,8149076
1858,1654617
1859,1181588
1859,6979628
1860,7675714
1860,3151776
1860,2338079
1861,8335427
1861,6151404
1862,4233260
1862,6090850
1862,8767359
1862,3152565
1863,9829950
1863,2779147
1863,9153915
1864,6279396
1864,8292580
1864,7874826
1865,4168100
1865,4166986
1866,5625183
1866,5532987
1866,7188034
1867,5571319
1867,1128745
1867,8203112
1868,8849253
1868,2706450
1868,1971088
1868,6754388
1869,2880829
1869,6571487
1870,8637885
1870,7825563
1871,2154975
1871,6296308
1872,1611658
1872,1082957
1873,9517328
1873,5497043
1873,3354042
1874,9469590
1874,1361574
1874,6692891
1875,9018035
1875,5886268
1875,5556977
1876,8945253
1876,7668022
1877,7874806
1877,4708664
1877,4570815
1877,3616377
1878,5926689
1878,8194342
1878,7995791
1879,8724277
1879,5231538
1879,5704324
1880,9151474
1880,6843072
1880,5944341
1881,2067410
1881,9193225
1882,1926873
1882,3961759
1883,2096206
1883,6059507
1883,9018016
1884,4768178
1884,7371834
1885,6205510
1885,4804325
1886,6798247
1886,6520278
1886,9312275
1887,6119260
1887,7179865
1887,5073967
1888,5331920
1888,7003281
1889,7781206
1889,5018694
1889,4039601
1889,3519425
1890,2036086
1890,2761123
1890,3805580
1890,3853569
1890,3020228
1891,9519510
1891,8988271
1891,8969055
1892,5778798
1892,7945078
1892,1827694
1893,4389889
1893,7802906
1894,6587374
1894,9787341
1894,6027635
1894,7700887
1895,2405312
1895,1193593
1895,4325020
1895,9804217
1896,4501616
1896,6662279
1896,1780857
1897,8689994
1897,4562227
1898,7145039
1898,8865843
1898,7478753
1899,5248131
1899,7789830
1899,3993904
1900,6491776
1900,3452526
1900,9894506
1901,3127297
1901,3880616
1901,9448354
1901,7830810
1901,2721095
1902,3848791
1902,1151691
1902,5529759
1902,4252334
1902,1931180
1903,7467586
1903,6462363
1903,8812253
1904,9996227
1904,4165686
1904,3799452
1905,9045519
1905,8686650
1906,4030368
1906,5307829
1906,4309079
1906,1928185
1906,2259598
1907,7156634
1907,4073033
1907,9945417
1908,9832477
1908,7106852
1909,3129313
1909,9642573
1909,5070565
1910,9432102
1910,5254770
1911,7636623
1911,1333028
1912,8289190
1912,9728136
1912,8233664
1913,8242605
1913,2337577
1913,7346716
1914,3904204
1914,7006349
1914,3020721
1915,3676230
1915,5679032
1915,6970661
1916,2610220
1916,7418573
1916,9840400
1916,7470974
1917,9518476
1917,8052637
1918,4547614
1918,5708283
1919,2236346
1919,9534197
1920,5629987
1920,6866030
1921,5224638
1921,6370996
1921,8287080
1921,1161119
1922,8815690
1922,6567401
1923,9114514
1923,4366355
1923,3892599
1923,7149608
1924,8636499
1924,5979458
1924,7836108
1925,6845650
1925,1923432
1925,7686206
1926,4099033
1926,3186437
1926,4515361
1927,8486651
1927,8906096
1927,8671600
1928,7569678
1928,7011286
1929,4078605
1929,4972750
1930,4391723
1930,4641340
1930,5189119
1931,5780439
1931,1314566
1931,1644634
1931,7785385
1932,8392838
1932,6865995
1932,9583322
1933,6958284
1933,6603323
1933,7901547
1934,5008140
1934,6276763
1934,5895503
1934,9437956
1934,5711313
1935,5298379
1935,3742463
1936,3275625
1936,7798553
1937,1305871
1937,9756673
1938,8320532
1938,5941095
1938,6602321
1938,6671342
1939,5760955
1939,1135987
1940,7051449
1940,3530320
1941,2856338
1941,1600295
1941,5041245
1942,8857103
1942,6811437
1942,3530379
1943,3743297
1943,8597498
1944,3917124
1944,6739853
1944,6437897
1945,8916782
1945,4793570
1946,7285741
1946,7913485
1946,1710660
1947,4670526
1947,4774208
1947,9071253
1948,6741530
1948,1948141
1948,3044198
1948,2034633
1948,2562636
1949,8513530
1949,9628251
1950,2823874
1950,4895857
1950,6684005
1951,1140959
1951,4094556
1951,4326547
1951,7975560
1952,6790251
1952,8874497
1952,1948685
1953,3724115
1953,1478008
1953,8251544
1954,4491505
1954,8176577
1955,2775715
1955,4669789
1956,4496261
1956,9131791
1957,1250993
1957,9115731
1957,8164463
1958,6030222
1958,9384715
1958,8283319
1959,8847477
1959,9895239
1959,4609722
1959,9218109
1960,8077702
1960,1613531
1960,7956412
1961,1315035
1961,5999113
1962,4094070
1962,7521603
1962,3661967
1963,4657512
1963,3103826
1964,9896684
1964,7141076
1965,2542178
1965,2002037
1965,2482922
1965,3410200
1965,9382913
1966,7009783
1966,5520669
1967,6006650
1967,6135384
1968,3348450
1968,8882342
1969,6028376
1969,8272649
1970,7692755
1970,5132723
1971,6609054
1971,8518252
1972,2818936
1972,4544759
1972,7241934
1973,6075610
1973,7997418
1973,2268285
1973,4868745
1973,5584119
1974,7192243
1974,7967048
1974,2918675
1975,6299438
1975,8978515
1975,9755985
1975,8178394
1976,8615968
1976,2277244
1977,7237880
1977,5753647
1977,3244739
1978,4468356
1978,4556592
1978,5087200
1978,3176625
1979,9211150
1979,7498692
1980,6892996
1980,3133117
1981,5504105
1981,7731179
1982,1410624
1982,3923503
1982,4261694
1983,4985397
1983,1419880
1983,9749545
1983,6448482
1984,5606731
1984,6468583
1984,2669938
1984,1845739
1984,2031921
1985,2045522
1985,1527898
1985,7710808
1986,7557840
1986,7609735
1987,2611895
1987,6508289
1987,5288029
1988,1662505
1988,4028887
1988,3396418
1988,6582919
1989,1891251
1989,1995911
1989,1365813
1989,3441331
1990,9615317
1990,4671505
1990,5852011
1991,3881774
1991,4373573
1991,3838736
1992,6421837
1992,4748295
1992,4355118
1992,4524695
1993,3540913
1993,9517957
1993,8331018
1993,3190685
1994,2572014
1994,4956394
1994,6929840
1995,7068012
1995,7447765
1995,5917995
1996,1048367
1996,9373744
1996,7483095
1997,2246227
1997,7930392
1997,1248493
1998,7405931
1998,1527720
1998,8438892
1998,5585909
1999,5378574
1999,9875881
2000,3603446
2000,1169982
2000,6459749
2001,1005031
2001,8331428
2001,1033534
2002,4477768
2002,6282320
2002,5869291
2002,3167967
2003,5095161
2003,7172161
2004,4639585
2004,5053119
2005,9339604
2005,7889380
2005,8515833
2006,7344100
2006,3284952
2007,9045820
2007,7643439
2007,9579888
2008,1569634
2008,3093490
2008,5808036
2009,1387204
2009,8864505
2009,9574328
2009,4783595
2009,8815639
2010,1468310
2010,5152402
2010,5876906
2011,9917648
2011,8763333
2012,2144153
2012,9505637
2013,9695696
2013,9742055
2014,6581660
2014,4804942
2014,6612115
2014,2224732
2015,3255059
2015,3101292
2015,6871685
2015,8437670
2016,4057929
2016,9503252
2017,3174898
2017,1792369
2017,1751361
2018,5581815
2018,5657051
2018,8116611
2019,5766782
2019,5581675
2020,1641078
2020,3492756
2020,9782187
2020,7626578
2021,7860522
2021,4971476
2021,1368963
2021,8384160
2021,2665889
2022,3909042
2022,7051434
2023,8663601
2023,5798503
2024,4693053
2024,6862764
2025,4619114
2025,8786430
2026,9660057
2026,6264088
2026,8295153
2027,6412810
2027,4271953
2028,1473128
2028,2671940
2028,8335406
2029,3455803
2029,5979061
2029,8506074
2030,7834310
2030,5397623
2031,7955443
2031,7107852
2031,7802101
2032,8527521
2032,1530154
2033,4887933
2033,6913002
2034,2512884
2034,5513839
2035,5670197
2035,3443059
2035,1929755
2035,5446725
2036,2388711
2036,7554905
2037,8621328
2037,7358408
2038,8856241
2038,7342161
2038,2854803
2039,9046300
2039,4433172
2039,9035056
2040,3853389
2040,3407380
2041,5849689
2041,8187581
2041,4089556
2042,4543376
2042,8628479
2042,4457228
2042,2455865
2043,9139670
2043,2976229
2044,6610408
2044,9687767
2044,4927534
2045,9301446
2045,8396207
2045,2354823
2046,5475880
2046,6862524
2046,3212570
2047,4625229
2047,9377565
2048,1073554
2048,2865557
2048,8353196
2048,1788523
2049,7663860
2049,7330349
2049,1746232
2050,8023001
2050,5546558
2051,5058959
2051,5998094
2052,9728610
2052,2216675
2052,2803576
2053,5812538
2053,6285495
2054,8618702
2054,6256245
2054,7119554
2054,1948427
2055,3674423
2055,3719405
2055,1072805
2055,4441222
2056,1259124
2056,3729992
2056,3224513
2057,9614853
2057,5188107
2058,1834408
2058,8503693
2058,7433731
2059,3948091
2059,8218422
2059,9071535
2060,3292272
2060,2632821
2061,3462186
2061,8940525
2062,2664977
2062,5756296
2062,3068353
2063,7013590
2063,6031481
2064,4950756
2064,5228429
2064,6291052
2065,3957539
2065,8500712
2065,5078324
2066,9181760
2066,8102766
2067,5870941
2067,4679786
2068,5160077
2068,8065059
2069,1442026
2069,2022020
2069,7023788
2070,8559531
2070,7852643
2071,6294422
2071,5929563
2072,8657076
2072,9433995
2072,7058560
2073,5159773
2073,4062100
2073,9332948
2073,6658213
2074,2532129
2074,6075978
2075,5337395
2075,5649210
2076,9850036
2076,3474717
2077,2044733
2077,1665498
2078,1062819
2078,1365911
2078,1071699
2078,6626649
2079,2830257
2079,5304842
2080,6215724
2080,8293112
2080,9756717
2081,3698580
2081,5067418
2081,2066625
2082,3333126
