parent_personal_number,child_personal_number
7140819,7870954
7140819,9848132
8766245,3341313
8766245,1086567
8766245,6997292
3051615,5995867
3051615,5927159
1571008,4507208
1202256,5916963
1202256,7790099
1202256,2411806
8824474,5855747
8824474,5778014
5551686,2434251
5551686,6237048
5945479,1574129
5945479,7364156
8741271,3333126
8741271,8243712
3664489,5570271
3664489,6398564
3664489,4039145
3571629,6839480
7991456,3291079
7991456,1009042
4991090,2241345
4991090,4986831
4991090,6220113
4991090,2635649
7303198,6174371
7303198,8420864
7303198,8200676
6480925,5625183
6480925,9428035
6480925,7947581
1243902,9828668
1243902,9625176
1243902,8310404
2809608,1704324
2809608,1957545
9060410,6683015
9060410,8020934
2169974,3904204
7712700,1907010
7712700,1915464
3242632,3527209
3242632,1216527
9996502,2319004
9996502,7212907
9996502,1537945
9996502,7411056
5757306,1332130
6254950,2714807
6254950,2265236
3329992,4677413
3329992,3217860
7140454,6755500
3092678,4336967
5403999,4983178
4110035,3836892
1438739,3999544
1438739,7019773
1438739,6429724
4148596,3060910
4148596,1324013
7547553,6059507
7547553,4391723
7547553,6939565
3508171,1287693
5124014,9829950
5124014,8636499
6007096,9143620
6007096,5389619
6007096,3899514
6007096,6332622
1210295,2481315
1210295,3249859
2131526,8592726
9782886,4012453
6260848,1054318
6260848,3679439
5331073,1747862
5331073,7325641
5979313,2596046
5979313,6414087
5979313,9179939
7721094,9642573
7721094,7081674
7721094,3652153
7721094,8013037
7721094,7518413
7721094,1942383
7721094,7703040
8870602,6236250
8870602,4538043
9591338,3656850
9591338,2152691
9591338,4768233
9591338,7020136
9591338,8790425
4149006,6611778
4149006,7061429
5233440,8978515
5233440,1014253
8365362,9882518
1580528,7870954
1580528,9848132
6247113,9952351
7642289,5022819
7642289,1954545
4011731,4200753
8476181,2681699
8476181,5772008
8476181,1286593
6191954,5916963
6191954,7790099
6191954,2411806
5167474,4673252
5167474,5505010
5167474,2628261
5167474,2541931
5167474,1985758
8185154,4034152
8126892,9050480
8126892,9021942
8126892,9787066
8126892,9266540
6158756,5855747
6158756,5778014
6668148,6701187
9403462,5397623
6196369,7456692
6196369,4021309
6337921,4947245
8327277,1574129
8327277,7364156
7436884,7853344
5149320,6839480
9473207,8933334
9473207,1866867
9473207,5854062
2368711,8364771
7722183,1427122
7722183,9790751
9533997,6174371
9533997,8420864
9533997,8200676
7890399,3557406
9686675,2156509
9686675,1878746
3644755,9828668
3644755,9625176
3644755,8310404
4852996,8510571
4852996,4210033
2975861,3527209
2975861,1216527
9009536,2319004
9009536,7212907
9009536,1537945
9009536,7411056
6725112,5167576
6725112,6669558
4083680,5159773
4083680,8156072
4083680,9417372
8562608,7658108
4289307,1332130
1656448,2818936
1656448,8911057
1656448,1053636
1656448,1406603
5968358,3083285
5968358,9807333
5968358,4816250
9537018,6725112
5450566,4011731
5450566,4698697
5450566,6451264
5450566,2702828
1089790,2710078
6324121,4677413
6324121,3217860
3770926,5237718
3770926,6455904
9940751,4983178
3817248,9143620
3817248,5389619
3817248,3899514
3817248,6332622
3746549,1996086
3746549,9577426
6330308,8014338
4130052,2434251
4130052,6237048
9364537,3174898
9364537,2809608
9364537,1663540
3787456,3656850
3787456,2152691
3787456,4768233
3787456,7020136
3787456,8790425
8522020,6611778
8522020,7061429
6787973,8978515
6787973,1014253
6835002,5887507
6835002,9648529
8316764,9569148
1174131,9952351
6171874,9327649
6085850,4099033
6085850,1829091
3825783,5022819
3825783,1954545
3555039,3291079
3555039,1009042
9647437,2681699
9647437,5772008
9647437,1286593
7604981,2714807
7604981,2265236
3630581,9782088
3473839,5926878
3473839,6593839
3473839,2035512
8244114,6835002
8244114,1426262
7353825,9282553
7353825,2964501
7353825,2772997
7353825,8883365
6412930,1747862
6412930,7325641
9762628,2728507
2229727,5406686
2229727,5851273
4787713,4470264
4787713,4893560
2527373,9038200
2527373,9266383
2527373,5861574
2527373,7542925
4505887,2596046
4505887,6414087
4505887,9179939
1566998,6805312
6438815,7853344
6560321,6701187
5124435,5397623
5078564,1427122
5078564,9790751
5699729,2156509
5699729,1878746
7051115,2528328
7051115,4848462
7051115,9808461
1721549,7886494
9966283,7456692
9966283,4021309
2317878,5167576
2317878,6669558
9145724,1242725
1320631,4590580
1320631,2387180
1566212,5237718
1566212,6455904
9695254,2763512
9695254,1672010
9695254,6366057
9695254,4202206
8209168,4829153
8209168,9659616
2243357,5887507
2243357,9648529
6611778,9327649
2465406,9282553
2465406,2964501
2465406,2772997
2465406,8883365
6149354,2728507
1783133,5406686
1783133,5851273
1752833,4470264
1752833,4893560
9083425,5999113
9083425,3664489
9083425,1350801
9083425,5222452
9083425,1471064
9083425,8580119
9083425,5366118
7906926,8617734
7906926,8908172
8771833,9584772
8771833,8931630
8973940,9114514
8973940,5534750
2851929,2528328
2851929,4848462
2851929,9808461
7798985,3788872
7798985,8523764
7798985,5335390
2059409,2756751
2059409,4005348
8937275,3321252
8937275,6158574
8937275,8543817
4983193,4947245
1585994,7181562
1585994,9466612
1585994,1117125
1585994,5408369
1794261,2763512
1794261,1672010
1794261,6366057
1794261,4202206
1614549,8617734
1614549,8908172
6232963,2862385
2724406,8933334
2724406,1866867
2724406,5854062
7248843,4641340
7248843,2340254
3713774,9584772
3713774,8931630
8425198,8969443
8425198,9331582
1352598,5159773
1352598,8156072
1352598,9417372
8824765,8705214
8824765,6797737
8824765,4418976
8824765,7198361
8824765,3688866
3989595,4669789
3989595,2045522
3989595,6282320
3989595,1103520
3989595,1216837
1268563,3391542
1268563,5442668
4086151,9468634
4086151,2761478
4627701,1091367
4627701,3497553
4627701,7083349
8309831,3788872
8309831,8523764
8309831,5335390
6539509,5227164
6539509,6226208
7330367,2756751
7330367,4005348
8632705,1997631
8632705,2714244
9573627,8645713
8267596,2818936
8267596,8911057
8267596,1053636
8267596,1406603
1319261,4491505
1319261,7087139
1502759,3083285
1502759,9807333
1502759,4816250
2324699,8365900
2324699,1600042
2164706,2862385
6163459,4233260
6163459,5662348
8249702,8969443
8249702,9331582
2085678,6725112
1477267,9332362
1477267,5068099
1477267,8690196
1477267,5794241
1477267,7150230
1477267,7728806
9939794,4057929
9939794,3093490
9939794,3399782
9939794,4879470
9939794,7460686
9939794,3195942
9939794,7211934
9939794,7248955
8647318,9468634
8647318,2761478
5095827,8681847
8093121,5227164
8093121,6226208
2796723,8645713
5177218,8365900
5177218,1600042
2173404,5147935
3791654,4011731
3791654,4698697
3791654,6451264
3791654,2702828
9763712,3174898
9763712,2809608
9763712,1663540
7199275,9569148
4579537,8681847
4988879,4970935
4466790,8906096
4466790,3092678
9240899,3969685
4223372,1150825
9586039,4099033
9586039,1829091
3138287,1340941
3138287,6571487
3138287,5336671
3138287,7599122
3138287,8953770
9539716,4223543
3850268,3969685
2691259,3520929
2691259,8855774
9187521,3520929
9187521,8855774
9477445,9912232
9477445,4084364
9477445,7516696
9477445,1273322
1803448,9782088
8114943,4180610
8114943,6313456
6702964,7857823
5167653,4180610
5167653,6313456
3427285,7370102
3325464,7370102
4167744,8940525
4167744,3062196
4167744,2558703
1126127,4208655
1126127,1624467
1175660,4043166
3200620,8229710
3200620,8631041
3200620,8631863
3200620,8356350
6564658,1913641
3510826,5926878
3510826,6593839
3510826,2035512
8855654,5508735
8855654,5944659
3656850,5706882
6680552,6835002
6680552,1426262
5102334,6824743
5102334,6978242
5102334,7695497
5255054,5747452
5255054,7100691
5255054,1708113
1920093,8365362
1920093,8114943
9345811,4208655
9345811,1624467
2734754,9038200
2734754,9266383
2734754,5861574
2734754,7542925
2430728,3030092
1480274,1913641
2639802,6805312
5279805,9559114
5279805,2013776
2847711,8648163
2726195,2073698
9124159,5508735
9124159,5944659
5901244,5706882
8467266,2216601
8467266,4471261
8467266,3421189
9815561,7886494
4831403,9359358
4831403,3803980
4831403,8981370
5123462,2592770
5123462,5771023
7442788,8941558
1636975,5747452
1636975,7100691
1636975,1708113
9981543,3645050
9981543,8960846
7962322,2172683
9428035,9559114
9428035,2013776
4857994,5873689
9971044,1242725
1688310,5432845
1542591,4590580
1542591,2387180
4287702,5199608
4287702,2576688
4287702,5508481
6084863,8648163
6381018,2073698
9560853,2492111
9560853,7272962
9560853,5732794
8664285,8920089
8664285,1602944
4124984,9359358
4124984,3803980
4124984,8981370
6020862,2592770
6020862,5771023
6240987,5520669
6240987,1693010
6240987,7433511
6240987,5269782
5420967,4829153
5420967,9659616
2364715,5999113
2364715,3664489
2364715,1350801
2364715,5222452
2364715,1471064
2364715,8580119
2364715,5366118
8275821,8941558
7981771,9114514
7981771,5534750
2623101,3321252
2623101,6158574
2623101,8543817
9776016,7181562
9776016,9466612
9776016,1117125
9776016,5408369
9641855,2172683
8319773,1228479
8319773,6456791
3453432,4641340
3453432,2340254
4542739,5873689
6344796,8705214
6344796,6797737
6344796,4418976
6344796,7198361
6344796,3688866
4331920,7068083
4331920,4533351
1890672,4669789
1890672,2045522
1890672,6282320
1890672,1103520
1890672,1216837
5192163,7237341
5192163,2609478
5192163,2312858
5451622,5432845
5760667,3391542
5760667,5442668
9353488,7402255
9353488,4863041
9914157,3094431
9914157,2531941
9914157,6185814
9914157,8284755
3907618,2492111
3907618,7272962
3907618,5732794
8912205,4671578
2477304,8920089
2477304,1602944
2037514,5606731
2037514,2131526
2037514,8523115
2037514,8028375
7916289,1091367
7916289,3497553
7916289,7083349
3730462,2858734
3730462,5988070
3730462,7507100
3671235,6977801
3671235,6140537
3671235,2419081
3671235,3689158
5072490,7068083
5072490,4533351
2633482,1997631
2633482,2714244
3439248,4491894
2268277,8052637
3096019,2662983
9398208,7237341
9398208,2609478
9398208,2312858
7236865,8912071
7236865,7688299
7236865,2821003
7236865,2415883
2723303,4491505
2723303,7087139
1011177,7402255
1011177,4863041
6295345,8040168
6295345,4555912
2065516,4233260
2065516,5662348
2199948,3094431
2199948,2531941
2199948,6185814
2199948,8284755
4257168,4811121
8837433,9332362
8837433,5068099
8837433,8690196
8837433,5794241
8837433,7150230
8837433,7728806
8886340,4057929
8886340,3093490
8886340,3399782
8886340,4879470
8886340,7460686
8886340,3195942
8886340,7211934
8886340,7248955
8242053,5147935
2037579,4970935
8578280,5451622
8578280,5533190
8578280,8744071
8578280,3439738
3605266,1667646
4078196,8906096
4078196,3092678
8665717,6560536
5148157,8628479
5148157,1824361
4742022,1150825
2047056,1340941
2047056,6571487
2047056,5336671
2047056,7599122
2047056,8953770
5946176,4223543
1973066,9912232
1973066,4084364
1973066,7516696
1973066,1273322
5708683,9004209
3667654,5135861
4392405,2662983
7246768,4811121
8786641,3291681
8786641,8784285
6003583,7857823
9288210,1402884
9288210,1621205
9288210,2464243
9288210,6375854
3029569,6421837
3029569,8089829
3029569,6524243
3029569,8170310
8588082,1667646
9085961,5135861
1214397,3667654
1214397,7698007
1214397,5912353
1214397,5068562
7009957,9082341
8089829,3291681
8089829,8784285
2560097,7141076
1885068,8940525
1885068,3062196
1885068,2558703
2264975,9082341
7475242,2607431
7475242,2191125
7475242,2892699
3126108,2531214
9949214,4043166
2808136,8229710
2808136,8631041
2808136,8631863
2808136,8356350
5483130,8292580
5483130,5376228
5483130,5784598
5293161,2531214
4952440,6012207
4952440,1518710
4952440,2993617
4711685,5233862
4711685,3842906
4711685,5871593
4052132,2295855
5957422,4389889
5957422,5460654
5957422,2433103
5957422,9228123
5957422,4794609
1364582,3103826
1364582,5162854
1364582,1177066
5448474,1464243
9578889,8646799
9578889,4030048
1622030,6824743
1622030,6978242
1622030,7695497
8297416,3217558
8297416,7599783
5147935,6012207
5147935,1518710
5147935,2993617
8164576,8365362
8164576,8114943
8484294,3030092
1650519,6142776
1650519,9073974
1650519,7528702
9602365,4382283
9602365,8988694
9327745,5233862
9327745,3842906
9327745,5871593
6252316,7161758
6252316,5241495
1621628,2216601
1621628,4471261
1621628,3421189
3580657,3645050
3580657,8960846
8867264,1464243
3514976,3830360
3514976,6041469
3514976,7282115
7726501,7589374
2818695,5199608
2818695,2576688
2818695,5508481
1353225,8646799
1353225,4030048
9446747,6522536
9446747,3381504
6461281,2026313
6461281,4420205
5136631,3217558
5136631,7599783
7349059,5520669
7349059,1693010
7349059,7433511
7349059,5269782
6886247,1090771
6886247,9423158
6886247,3593442
6886247,6035139
4045168,1228479
4045168,6456791
4954375,4793570
4954375,1058495
4954375,5488634
4954375,3721179
1402884,6142776
1402884,9073974
1402884,7528702
5911529,4382283
5911529,8988694
5400701,4671578
3680179,5606731
3680179,2131526
3680179,8523115
3680179,8028375
7341786,2640779
7341786,2026022
7341786,9927247
7341786,5777873
3142526,1826239
3142526,2441802
3637588,2858734
3637588,5988070
3637588,7507100
8937428,1929308
8937428,1050031
3058280,3923503
3860350,3681643
3860350,5138414
3860350,2604614
1721189,4925125
5155632,6977801
5155632,6140537
5155632,2419081
5155632,3689158
5427416,3999336
6918520,3830360
6918520,6041469
6918520,7282115
8611279,7589374
3863878,3550892
6328435,5156461
8636260,4491894
7920304,6587505
8314343,1792369
8314343,9685271
5647714,8052637
7977533,3411785
7977533,2361325
7977533,6887141
7977533,2469517
9543498,3082015
3742951,2622845
3742951,4144835
3742951,5995894
1264099,4582218
1264099,7903200
1264099,9806301
1264099,1444116
1264099,5825036
1928757,5654263
1928757,3352489
2681699,4432099
2681699,9851862
6299079,4671505
6299079,6232963
6299079,4982441
2039268,8912071
2039268,7688299
2039268,2821003
2039268,2415883
4374295,9287902
6727346,8040168
6727346,4555912
4793150,8473996
4793150,8000553
3442042,5780439
3442042,1857007
6714529,5451622
6714529,5533190
6714529,8744071
6714529,3439738
5102923,1090771
5102923,9423158
5102923,3593442
5102923,6035139
2967752,7233670
5751454,8176577
5751454,7983625
3411785,7256503
4260406,4925125
6975759,6454618
6975759,7276398
9020146,3999336
5199608,6681487
3787316,3550892
8937722,5156461
7313635,6587505
1363168,1870926
1363168,9061193
1363168,3941794
2427614,3082015
2142004,6560536
9947360,5654263
9947360,3352489
6378023,5674238
6378023,4714421
8740757,8628479
8740757,1824361
3538523,9861149
5369278,9004209
2034160,1402884
2034160,1621205
2034160,2464243
2034160,6375854
7699036,8067868
7699036,6685050
7699036,7455085
7699036,5534414
3088399,4432099
3088399,9851862
3666254,6258447
1890886,6421837
1890886,8089829
1890886,6524243
1890886,8170310
9340021,9287902
3314157,8473996
3314157,8000553
3729423,9553016
9014338,3667654
9014338,7698007
9014338,5912353
9014338,5068562
6109698,8403995
6109698,1507068
3437962,5156079
7314613,7141076
9531808,8396207
9531808,5346458
9531808,5664588
9531808,6802760
9531808,7496560
3512884,7233670
6348084,7256503
7578237,9492280
1666403,2607431
1666403,2191125
1666403,2892699
8128884,3700151
7453529,8292580
7453529,5376228
7453529,5784598
4945869,2295855
6138001,4389889
6138001,5460654
6138001,2433103
6138001,9228123
6138001,4794609
7601380,6454618
7601380,7276398
7821747,7666841
6932496,6681487
2772221,9861149
9223800,3103826
9223800,5162854
9223800,1177066
6163124,2851497
2111946,7161758
2111946,5241495
9556664,6522536
9556664,3381504
6968938,5040047
6968938,5225806
4103628,2026313
4103628,4420205
8512043,1305871
8512043,5971024
8512043,4243253
4300569,6258447
4578546,9532541
4578546,4848840
4578546,2112063
2813501,4793570
2813501,1058495
2813501,5488634
2813501,3721179
2023379,5070061
2023379,3353875
4342713,9553016
6473464,2640779
6473464,2026022
6473464,9927247
6473464,5777873
9575825,9492280
4782883,1826239
4782883,2441802
5563041,3835681
4829153,4158945
4829153,6006601
4811038,3700151
6937384,6146629
6937384,8648766
6937384,4231041
4412261,1929308
4412261,1050031
7732416,3923503
5272964,3222989
1343284,3681643
1343284,5138414
1343284,2604614
2528251,1792369
2528251,9685271
9429877,3411785
9429877,2361325
9429877,6887141
9429877,2469517
2073805,2622845
2073805,4144835
2073805,5995894
6174469,4582218
6174469,7903200
6174469,9806301
6174469,1444116
6174469,5825036
7738233,2851497
3184740,5040047
3184740,5225806
2448709,6437183
5979076,9200685
5979076,5477282
5979076,4702916
6831148,1224790
6831148,3893114
5611427,1057919
5611427,3421200
5611427,6359338
5611427,4894581
8977379,4671505
8977379,6232963
8977379,4982441
9253037,9202285
9253037,5149023
3996247,5780439
3996247,1857007
8241661,5264450
2906444,8176577
2906444,7983625
5425316,2167553
8974245,3046910
7118424,1870926
7118424,9061193
7118424,3941794
3062196,3363608
3062196,7026189
8040973,5674238
8040973,4714421
1370973,8067868
1370973,6685050
1370973,7455085
1370973,5534414
3982621,8403995
3982621,1507068
1913982,7749580
2274660,8481281
4796846,9947219
9827537,5156079
6857375,6088920
6857375,9620354
9279978,1710955
9279978,4673428
9805661,8396207
9805661,5346458
9805661,5664588
9805661,6802760
9805661,7496560
7983625,2247707
7983625,1016240
7802231,3835681
6697407,4944393
6697407,6373976
6697407,2245953
6973587,7666841
3503568,1305871
3503568,5971024
3503568,4243253
9710091,8625699
9710091,9862146
5063414,6977817
7890618,4158945
7890618,6006601
5449315,6437183
7387185,9532541
7387185,4848840
7387185,2112063
6375501,4715451
6408111,5070061
6408111,3353875
9731067,9200685
9731067,5477282
9731067,4702916
6154498,8248394
9330577,3216103
9330577,3020002
9330577,1385743
9222531,3363608
9222531,7026189
7182937,6146629
7182937,8648766
7182937,4231041
4400699,8481281
4473912,9947219
6378163,6439259
8456567,1948141
8456567,5331108
7838853,3222989
9349269,9145983
9349269,2655157
7692918,4477768
7692918,6526637
7692918,7495992
8087146,7706380
4535070,2247707
4535070,1016240
5433207,6520278
5433207,8722630
7953391,1224790
7953391,3893114
2575085,7188918
2667244,9094153
9918450,4278157
9918450,3594768
6215529,4081290
4875545,8625699
4875545,9862146
6272324,1057919
6272324,3421200
6272324,6359338
6272324,4894581
8304998,5702955
8304998,3672190
4303257,9202285
4303257,5149023
1070174,6977817
2258223,5264450
9857715,3216103
9857715,3020002
9857715,1385743
9487392,3917861
9487392,6940510
9131843,9145983
9131843,2655157
7488841,5546558
7488841,9224561
7488841,7689015
7488841,8237843
3010354,2167553
9397263,3046910
4034415,7749580
4748518,7706380
9486886,7188918
7496899,6088920
7496899,9620354
5652510,1710955
5652510,4673428
5696974,4944393
5696974,6373976
5696974,2245953
7542702,1613531
7542702,9537458
6816637,5979076
6816637,2978884
6816637,1448471
4733788,9094153
5755020,1767421
5755020,3696716
6335407,6165910
4737104,8667959
1632512,6603323
1632512,2498712
1632512,4696095
9246618,2549993
9246618,6199755
9246618,3083361
9911165,1219365
5052246,4715451
6072250,1836473
5222294,4969073
5222294,2927667
6161137,4511275
6161137,3691240
2264985,8248394
2526831,8830579
2526831,8794701
3147355,6439259
5510482,1948141
5510482,5331108
6908815,4331920
6908815,3082200
3897206,3823569
3897206,4708919
3897206,5813504
2282677,4477768
2282677,6526637
2282677,7495992
4004642,2706450
4004642,7505871
9343508,7001315
9343508,9486886
9343508,8910415
9343508,6238894
9343508,8671395
7528366,9987587
7528366,1557910
6041193,3721689
6041193,6189087
6041193,9283735
6041193,3809627
6041193,1323387
4606624,1767421
4606624,3696716
6592315,6520278
6592315,8722630
7906345,4278157
7906345,3594768
6793205,4081290
1104167,8667959
5167830,7299583
8806418,1219365
5351847,7722183
1735868,5702955
1735868,3672190
7456692,1836473
4795139,3917861
4795139,6940510
4478990,5546558
4478990,9224561
4478990,7689015
4478990,8237843
1043131,7339622
1043131,5383327
2152691,3696120
8822930,1169982
8822930,4925308
8822930,9798485
8822930,1750219
8822930,3985958
8117246,9770551
8117246,3255908
8117246,3132696
2534329,3153801
2534329,8983443
3084933,1613531
3084933,9537458
3769995,5979076
3769995,2978884
3769995,1448471
8020562,7106852
8020562,9987875
6685050,1779549
5803367,4722272
7641091,9914157
7641091,4733788
7641091,7485211
7688299,4969073
7688299,2927667
4052930,1428072
5611095,6165910
1073163,6791032
4373011,6603323
4373011,2498712
4373011,4696095
6915391,8830579
6915391,8794701
3083285,5744056
3083285,1312532
3083285,4519969
3083285,9918157
5483951,3236622
7615778,9420189
7615778,3999881
9395656,2549993
9395656,6199755
9395656,3083361
1166181,9987587
1166181,1557910
6805312,7299583
9663253,3696120
4627119,2412585
4627119,9528143
6049842,9770551
6049842,3255908
6049842,3132696
7544294,2412554
2471507,1779549
6568669,5271005
6568669,4386706
9735714,4722272
8490233,3977052
8490233,8393993
8490233,3953725
6894984,4511275
6894984,3691240
6610677,4331920
6610677,3082200
3172049,3823569
3172049,4708919
3172049,5813504
7329399,2706450
7329399,7505871
8408492,5768520
1907010,1428072
6420618,5744056
6420618,1312532
6420618,4519969
6420618,9918157
7521380,7001315
7521380,9486886
7521380,8910415
7521380,6238894
7521380,8671395
7390509,5136631
7390509,1792304
7390509,5583980
1158353,3721689
1158353,6189087
1158353,9283735
1158353,3809627
1158353,1323387
7294760,6179713
7294760,8165633
7475059,3977052
7475059,8393993
7475059,3953725
4402153,5768520
3758432,1046509
9315783,6179713
9315783,8165633
5415145,1046509
4458777,1524929
4458777,6253609
4458777,2945291
4800740,7722183
2163794,8530593
2163794,8482314
3740893,8530593
3740893,8482314
9239519,7339622
9239519,5383327
5635421,8558542
5635421,4911194
5635421,8816892
4173710,6949404
4173710,1795823
4173710,4041349
9466612,2381942
9466612,6055279
9466612,6616836
8364035,4045885
8364035,5943831
8364035,5115977
6609249,1169982
6609249,4925308
6609249,9798485
6609249,1750219
6609249,3985958
8814077,6518499
6460303,8558542
6460303,4911194
6460303,8816892
5918592,1383407
3963840,2318212
3963840,6724778
6204954,3427285
2971684,4684223
2971684,8916513
8226787,7498692
8226787,2016895
8226787,2085858
7461515,3153801
7461515,8983443
4583715,7106852
4583715,9987875
5478940,1899163
9206029,9914157
9206029,4733788
9206029,7485211
6770436,6791032
4925308,2381942
4925308,6055279
4925308,6616836
5040308,8507190
5909940,6518499
6423528,1383407
4080838,3236622
5724064,2318212
5724064,6724778
2944658,9420189
2944658,3999881
5867956,7675714
5867956,5762191
5867956,4110035
5867956,3913891
5867956,9480358
9399890,2412585
9399890,9528143
6602460,1899163
1822164,2412554
7489960,5271005
7489960,4386706
3564193,2962848
3564193,1456058
2755453,9052682
2755453,8103683
9300701,4515387
9300701,5109279
2803707,5136631
2803707,1792304
2803707,5583980
7149557,1029762
3115768,8507190
7346064,1524929
7346064,6253609
7346064,2945291
1511375,3175858
8865581,6949404
8865581,1795823
8865581,4041349
2167409,5689715
2167409,6743205
2167409,6420031
4767960,4045885
4767960,5943831
4767960,5115977
8155125,2962848
8155125,1456058
2630657,3427285
2079321,8865843
2079321,9850036
2079321,1905025
2089280,4684223
2089280,8916513
4517603,6811437
4517603,5645280
8522564,7498692
8522564,2016895
8522564,2085858
8019936,5337395
8019936,6207702
2894087,9052682
2894087,8103683
4640349,3189020
4640349,3091752
4640349,2805798
4640349,6355398
9581806,7675714
9581806,5762191
9581806,4110035
9581806,3913891
9581806,9480358
8559552,4419189
8559552,6156191
8559552,6483160
5945170,7686132
8190492,3175858
3655484,4515387
3655484,5109279
8074276,1029762
8774050,5689715
8774050,6743205
8774050,6420031
9334896,3581881
9334896,4968982
8370069,5573785
8370069,9347903
7328672,9762628
7328672,3844295
8729558,8865843
8729558,9850036
8729558,1905025
1628485,6811437
1628485,5645280
2276730,5337395
2276730,6207702
3470672,3189020
3470672,3091752
3470672,2805798
3470672,6355398
6185241,5497043
9532541,4419189
9532541,6156191
9532541,6483160
8310866,7484426
4743451,7686132
7206168,3581881
7206168,4968982
4708542,8519044
4708542,6098656
4708542,2101495
1117125,7960377
6175002,9377565
6175002,8545376
6175002,5333595
6651618,7393789
7840349,5573785
7840349,9347903
4271667,9762628
4271667,3844295
3234959,5497043
4685819,7484426
7012844,7960377
6127832,2534143
2209578,7088183
3391542,2534143
1689867,6467795
3038570,8465013
3038570,7727224
3038570,1486537
3038570,5946333
8768027,7987791
6871878,8519044
6871878,6098656
6871878,2101495
7852248,9377565
7852248,8545376
7852248,5333595
5421556,6255420
3283793,8869511
7947116,2753831
8084432,6930433
3408627,9383628
2093420,7088183
1389149,6467795
4541419,6816105
4632196,3251011
8831071,2196360
9401852,2264975
9401852,4816365
9401852,6368027
9152137,4378850
9152137,3891009
4963868,7987791
9744488,9263040
9744488,2476439
9744488,8978276
9744488,5934836
9744488,4338437
1766685,7393789
4009662,6255420
8471741,8465013
8471741,7727224
8471741,1486537
8471741,5946333
4743636,4655937
1884735,8869511
2673852,2753831
2683920,9652578
1544836,2903154
9133702,9108075
9133702,4035458
9133702,1773614
8859238,2368812
8859238,9482081
8859238,6120655
6981113,6816105
7746421,9263040
7746421,2476439
7746421,8978276
7746421,5934836
7746421,4338437
9591308,4655937
5109898,4753054
5109898,4675133
5109898,6116852
5816247,8255910
5816247,7784080
1447711,9652578
4523134,9108075
4523134,4035458
4523134,1773614
2472445,3111798
4489402,6930433
4946963,5190286
4946963,8609527
6961802,2368812
6961802,9482081
6961802,6120655
5043547,5190286
5043547,8609527
1167547,9383628
9588544,7346509
9648919,3251011
8156072,7346509
9356451,4505887
9356451,9710091
9356451,2919271
3829373,9969105
3829373,9017826
3829373,3718587
3829373,3183635
4314543,4299339
6140537,2434290
1933105,2196360
2146743,4236588
4424253,7158759
4424253,3486349
4424253,4170912
4426940,2434290
5306238,4723315
5306238,7246768
5306238,7082459
5306238,3377313
5306238,1957748
6230791,7572555
6230791,9888161
6398405,2264975
6398405,4816365
6398405,6368027
1378633,8132321
1378633,3960175
2118093,4378850
2118093,3891009
1570484,7792849
1570484,9487271
3803965,2903154
9404276,6975759
9404276,7628727
9404276,3167249
9404276,6229172
6687123,8132321
6687123,3960175
3252668,4753054
3252668,4675133
3252668,6116852
5524486,8255910
5524486,7784080
5614528,8351148
5614528,6297618
8090049,6065170
8090049,3389432
5148276,9113123
7878328,9620899
9647101,7000859
8712747,3111798
6651795,4505887
6651795,9710091
6651795,2919271
8029313,9969105
8029313,9017826
8029313,3718587
8029313,3183635
3385449,4299339
4902379,7792849
4902379,9487271
3250279,5689448
3250279,3619530
3250279,8773005
8949786,9709996
8949786,6425745
1773900,4236588
5515778,7158759
5515778,3486349
5515778,4170912
7484869,8351148
7484869,6297618
2074528,6405808
2074528,9737104
2074528,5068819
6886574,4723315
6886574,7246768
6886574,7082459
6886574,3377313
6886574,1957748
8168708,7572555
8168708,9888161
5047047,4716086
5047047,9897825
2451015,3848791
2451015,9864949
1070795,6975759
1070795,7628727
1070795,3167249
1070795,6229172
1320797,6065170
1320797,3389432
9139245,5689448
9139245,3619530
9139245,8773005
9282462,8549534
9282462,7186753
6116118,9113123
3810306,3692416
3810306,7020469
2539097,9709996
2539097,6425745
9798485,4561158
4774964,9620899
8950964,7000859
9179634,5636007
1724580,2362736
1724580,8835795
7475092,5790705
7475092,2382958
7475092,4650244
7226793,3530320
7226793,2976229
7226793,4215554
6854920,6405808
6854920,9737104
6854920,5068819
8714348,4716086
8714348,9897825
3242576,3848791
3242576,9864949
8523115,3692416
8523115,7020469
2294931,8549534
2294931,7186753
6390044,8853459
6390044,6188416
8040168,4561158
2075212,6980830
8380377,5636007
4716086,2362736
4716086,8835795
8357146,5790705
8357146,2382958
8357146,4650244
1904162,9265740
7842810,3530320
7842810,2976229
7842810,4215554
8011504,9802940
9223769,3963840
9223769,6027893
9223769,4669102
3645050,6980830
1949629,5761322
2085858,1261745
2085858,1021236
2085858,8734461
2085858,8447679
9204112,8853459
9204112,6188416
8051698,9688397
8051698,4129915
8051698,4646994
8051698,6148055
8093855,9265740
6249466,5290376
6249466,3630461
8834248,9802940
7928448,3963840
7928448,6027893
7928448,4669102
2607431,5761322
9854045,6934231
9854045,6218866
4479449,9876516
4479449,2213636
8479619,1704645
4379679,3253628
4379679,5538521
4379679,8471250
9791638,6934231
9791638,6218866
1719598,3398491
1719598,1419038
1719598,2373855
7077239,3040475
2237437,6167593
2237437,3322590
8592014,5548245
8592014,5697970
8037992,3253628
8037992,5538521
8037992,8471250
9979313,3449751
9979313,4959188
